NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description,Latitude,Longitude
D2941114,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103F,FIGHT,2B,3676217,528141,2014-04-22 16:15:02,04/22/2014 04:15:52 PM,04/22/2014 04:18:41 PM,04/22/2014 06:47:40 PM,RTF,REPORT TO FOLLOW,N,6J04,Magnolia St & Erato St,70113.0,6,"(29.94636510, -90.08486764)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.94636510,-90.08486764
D2963514,37D,AGGRAVATED ASSAULT DOMESTIC,2B,21,COMPLAINT OTHER,2A,3673270,525733,2014-04-22 18:56:54,04/22/2014 06:58:49 PM,04/22/2014 07:01:11 PM,04/22/2014 09:23:16 PM,RTF,REPORT TO FOLLOW,N,6I01,027XX 6th St,70115.0,6,"(29.93983318, -90.09425353)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.93983318,-90.09425353
D3311614,37D,AGGRAVATED ASSAULT DOMESTIC,2B,35D,SIMPLE BATTERY DOMESTIC,1A,3690640,523988,2014-04-25 07:58:38,04/25/2014 09:48:13 AM,04/25/2014 09:52:33 AM,04/25/2014 11:46:34 AM,RTF,REPORT TO FOLLOW,N,4B03,019XX Hendee St,70114.0,4,"(29.93450674, -90.03947769)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.93450674,-90.03947769
D3335714,37D,AGGRAVATED ASSAULT DOMESTIC,2B,56D,CRIMINAL DAMAGE DOMESTIC,2C,3713823,556549,2014-04-25 12:03:09,04/25/2014 12:09:00 PM,04/25/2014 12:09:18 PM,04/25/2014 02:21:28 PM,RTF,REPORT TO FOLLOW,N,7J03,048XX Sierra Madre Dr,70127.0,7,"(30.02329592, -89.96506103)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.02329592,-89.96506103
D3346914,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37,AGGRAVATED ASSAULT,1C,3683105,536168,2014-04-25 13:47:29,04/25/2014 03:33:09 PM,04/25/2014 05:13:16 PM,04/25/2014 10:35:58 PM,RTF,REPORT TO FOLLOW,N,5A01,012XX Annette St,70116.0,5,"(29.96822848, -90.06283912)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.96822848,-90.06283912
E0671814,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3706481,556368,2014-05-05 21:08:34,05/05/2014 09:47:16 PM,05/05/2014 10:04:15 PM,05/06/2014 05:09:51 AM,RTF,REPORT TO FOLLOW,N,7F04,049XX Crowder Blvd,70127.0,7,"(30.02303831, -89.98826691)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.02303831,-89.98826691
E0702914,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103F,FIGHT,2B,3662870,534671,2014-05-06 04:42:11,05/06/2014 04:46:42 AM,05/06/2014 04:45:56 AM,05/06/2014 06:54:56 AM,RTF,REPORT TO FOLLOW,N,2S01,026XX Hamilton St,70118.0,2,"(29.96471281, -90.12678953)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.96471281,-90.12678953
E1017914,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3679533,534553,2014-05-08 08:48:41,05/08/2014 08:50:28 AM,05/08/2014 08:53:52 AM,05/08/2014 01:33:04 PM,RTF,REPORT TO FOLLOW,N,1I01,006XX N Claiborne Ave,70116.0,1,"(29.96389548, -90.07417603)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.96389548,-90.07417603
E1077214,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103,DISTURBANCE (OTHER),2A,3706660,554442,2014-05-08 16:23:33,05/08/2014 04:25:51 PM,05/08/2014 04:26:47 PM,05/08/2014 07:29:54 PM,RTF,REPORT TO FOLLOW,N,7F04,045XX Crowder Blvd,70127.0,7,"(30.01773635, -89.98777355)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.01773635,-89.98777355
E1242814,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3698821,551809,2014-05-09 18:09:23,05/09/2014 06:13:08 PM,05/09/2014 06:16:43 PM,05/09/2014 10:23:46 PM,RTF,REPORT TO FOLLOW,N,7C02,Chef Menteur Blvd & I-10 E Onramp,70126.0,7,"(30.01074795, -90.01263794)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.01074795,-90.01263794
E1441014,37D,AGGRAVATED ASSAULT DOMESTIC,2B,21,COMPLAINT OTHER,1H,3680711,543416,2014-05-11 09:52:00,05/11/2014 11:10:03 AM,05/11/2014 11:14:47 AM,05/11/2014 02:26:46 PM,RTF,REPORT TO FOLLOW,N,3X03,030XX Republic St,70119.0,3,"(29.98823059, -90.07014567)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.98823059,-90.07014567
E1532314,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3699364,535291,2014-05-12 03:15:17,05/12/2014 03:16:00 AM,05/12/2014 03:23:52 AM,05/12/2014 07:16:38 AM,RTF,REPORT TO FOLLOW,N,5E03,Alabo St & N Claiborne Ave,70117.0,5,"(29.96531213, -90.01152445)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.96531213,-90.01152445
E1538814,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3699894,520462,2014-05-12 05:39:39,05/12/2014 05:40:30 AM,05/12/2014 05:46:55 AM,05/12/2014 06:51:40 AM,RTF,REPORT TO FOLLOW,N,4D03,044XX Macarthur Blvd,70131.0,4,"(29.92452115, -90.01039062)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.92452115,-90.01039062
E2416714,37D,AGGRAVATED ASSAULT DOMESTIC,2B,35,SIMPLE BATTERY,2A,3718709,556932,2014-05-18 08:23:34,05/18/2014 08:24:55 AM,05/18/2014 08:37:02 AM,05/18/2014 12:46:05 PM,RTF,REPORT TO FOLLOW,N,7J04,047XX E Adams Ct,70128.0,7,"(30.02418819, -89.94960911)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.02418819,-89.94960911
E2785314,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3683888,554749,2014-05-20 23:04:35,05/20/2014 11:07:18 PM,05/21/2014 12:30:53 AM,05/21/2014 02:49:27 AM,RTF,REPORT TO FOLLOW,N,3R03,059XX Marigny St,70122.0,3,"(30.01929661, -90.05971367)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.01929661,-90.05971367
E2821614,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3696744,551485,2014-05-21 08:21:14,05/21/2014 08:26:36 AM,05/21/2014 08:38:37 AM,05/21/2014 10:22:23 AM,RTF,REPORT TO FOLLOW,N,7C01,060XX Chef Menteur Hwy,70126.0,7,"(30.00992276, -90.01920949)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.00992276,-90.01920949
E2905214,37D,AGGRAVATED ASSAULT DOMESTIC,2B,60,AGGRAVATED BURGLARY,2A,3704423,512168,2014-05-21 19:27:11,05/21/2014 07:28:46 PM,05/21/2014 07:31:13 PM,05/21/2014 10:19:47 PM,RTF,REPORT TO FOLLOW,N,4D05,054XX Tullis Dr,70131.0,4,"(29.90157120, -89.99639880)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.90157120,-89.99639880
E3173714,37D,AGGRAVATED ASSAULT DOMESTIC,2B,21,COMPLAINT OTHER,1H,3725937,561601,2014-05-23 17:01:45,05/23/2014 05:02:03 PM,05/23/2014 05:01:45 PM,05/23/2014 08:07:37 PM,RTF,REPORT TO FOLLOW,Y,7L02,048XX Bergerac St,70129.0,7,"(30.03678466, -89.92658734)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.03678466,-89.92658734
E3200414,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37,AGGRAVATED ASSAULT,2A,3706886,560251,2014-05-23 20:49:07,05/23/2014 08:53:15 PM,05/23/2014 08:56:50 PM,05/23/2014 11:00:17 PM,RTF,REPORT TO FOLLOW,N,7O10,069XX Salem Dr,70127.0,7,"(30.03370188, -89.98684308)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.03370188,-89.98684308
E3369014,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103,DISTURBANCE (OTHER),2A,3696081,518251,2014-05-25 02:04:27,05/25/2014 02:11:04 AM,05/25/2014 02:11:09 AM,05/25/2014 05:11:27 AM,RTF,REPORT TO FOLLOW,N,4C02,037XX Garden Oaks Dr,70114.0,4,"(29.91856164, -90.02250744)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.91856164,-90.02250744
E3591214,37D,AGGRAVATED ASSAULT DOMESTIC,2B,56,SIMPLE CRIMINAL DAMAGE,1D,3685441,544021,2014-05-27 00:15:05,05/27/2014 03:40:12 AM,05/27/2014 03:51:01 AM,05/27/2014 06:27:04 AM,RTF,REPORT TO FOLLOW,N,3Y01,030XX Spain St,70122.0,3,"(29.98975010, -90.05518447)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.98975010,-90.05518447
E3860314,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3732049,562194,2014-05-28 22:59:47,05/28/2014 11:14:16 PM,05/28/2014 11:23:44 PM,05/29/2014 01:17:09 AM,RTF,REPORT TO FOLLOW,N,7L03,147XX Chef Menteur Hwy,70129.0,7,"(30.03820564, -89.90725148)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.03820564,-89.90725148
F0041214,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3712879,563585,2014-06-01 09:45:30,06/01/2014 09:47:46 AM,06/01/2014 09:56:39 AM,06/01/2014 11:36:20 AM,RTF,REPORT TO FOLLOW,N,7I08,069XX Connaught Ct,70128.0,7,"(30.04267225, -89.96778048)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.04267225,-89.96778048
F0093414,37D,AGGRAVATED ASSAULT DOMESTIC,2B,35D,SIMPLE BATTERY DOMESTIC,2B,3717424,569956,2014-06-01 19:07:46,06/01/2014 07:08:12 PM,06/01/2014 07:18:38 PM,06/01/2014 11:11:39 PM,RTF,REPORT TO FOLLOW,N,7K06,075XX Jonlee Dr,,7,"(30.06004055, -89.95317394)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.06004055,-89.95317394
F0122214,37D,AGGRAVATED ASSAULT DOMESTIC,2B,35D,SIMPLE BATTERY DOMESTIC,1A,3666724,536324,2014-06-02 00:31:04,06/02/2014 01:36:53 AM,06/02/2014 01:37:06 AM,06/02/2014 02:55:37 PM,RTF,REPORT TO FOLLOW,N,2T02,086XX Palmetto St,70118.0,2,"(29.96914746, -90.11456555)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.96914746,-90.11456555
F0677814,37D,AGGRAVATED ASSAULT DOMESTIC,2B,21,COMPLAINT OTHER,1H,3675560,526709,2014-06-05 22:45:05,06/05/2014 11:01:49 PM,06/05/2014 11:07:21 PM,06/06/2014 01:30:41 AM,RTF,REPORT TO FOLLOW,N,6J01,021XX S Robertson St,70113.0,6,"(29.94244750, -90.08698969)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.94244750,-90.08698969
F0946714,37D,AGGRAVATED ASSAULT DOMESTIC,2B,35D,SIMPLE BATTERY DOMESTIC,2B,3702761,557922,2014-06-07 21:12:46,06/07/2014 09:29:11 PM,06/07/2014 09:37:24 PM,06/08/2014 05:08:45 AM,RTF,REPORT TO FOLLOW,N,7Q03,068XX Parc Brittany Blvd,,7,"(30.02743072, -89.99996499)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.02743072,-89.99996499
F1261514,37D,AGGRAVATED ASSAULT DOMESTIC,2B,911,SILENT 911 CALL,2D,3694502,522667,2014-06-10 09:43:05,06/10/2014 09:45:46 AM,06/10/2014 09:54:14 AM,06/10/2014 12:54:48 PM,RTF,REPORT TO FOLLOW,N,4I02,021XX Pace Blvd,70114.0,4,"(29.93075278, -90.02733327)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.93075278,-90.02733327
F1371514,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3678849,531514,2014-06-11 01:52:16,06/11/2014 01:52:16 AM,06/11/2014 01:52:31 AM,06/11/2014 05:11:36 AM,RTF,REPORT TO FOLLOW,N,8J03,014XX Tulane Ave,70112.0,8,"(29.95556052, -90.07644098)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.95556052,-90.07644098
F1390214,37D,AGGRAVATED ASSAULT DOMESTIC,2B,35D,SIMPLE BATTERY DOMESTIC,1A,3661647,532180,2014-06-11 07:50:12,06/11/2014 09:25:59 AM,06/11/2014 09:33:31 AM,06/11/2014 12:39:57 PM,RTF,REPORT TO FOLLOW,N,2K02,019XX General Ogden St,70118.0,2,"(29.95790028, -90.13073624)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.95790028,-90.13073624
F1858414,37D,AGGRAVATED ASSAULT DOMESTIC,1A,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3664226,533554,2014-06-14 16:54:32,06/14/2014 05:11:21 PM,06/14/2014 05:24:59 PM,06/14/2014 10:46:02 PM,RTF,REPORT TO FOLLOW,N,2T02,086XX Belfast St,70118.0,2,"(29.96160249, -90.12254466)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.96160249,-90.12254466
F2605914,37D,AGGRAVATED ASSAULT DOMESTIC,2B,21,COMPLAINT OTHER,2A,3680614,540520,2014-06-20 08:01:08,06/20/2014 08:03:25 AM,06/20/2014 08:11:00 AM,06/21/2014 03:35:47 AM,RTF,REPORT TO FOLLOW,N,1C02,017XX N Rocheblave St,70119.0,1,"(29.98027004, -90.07055443)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.98027004,-90.07055443
F2721514,37D,AGGRAVATED ASSAULT DOMESTIC,2B,100I,HIT & RUN WITH INJURIES,2B,3696095,518233,2014-06-21 01:33:53,06/21/2014 01:43:07 AM,06/21/2014 01:50:38 AM,06/21/2014 04:58:21 AM,RTF,REPORT TO FOLLOW,N,4C02,033XX Memorial Park Dr,70114.0,4,"(29.91851187, -90.02246269)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.91851187,-90.02246269
F3026314,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3677823,550683,2014-06-23 12:19:57,06/23/2014 12:21:29 PM,06/23/2014 12:36:51 PM,06/23/2014 02:44:36 PM,RTF,REPORT TO FOLLOW,N,3N01,050XX Cartier Ave,70122.0,3,"(30.00830108, -90.07901686)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.00830108,-90.07901686
F3226814,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37,AGGRAVATED ASSAULT,2A,3675310,537777,2014-06-24 20:19:43,06/24/2014 08:20:42 PM,06/24/2014 08:23:52 PM,06/24/2014 09:50:04 PM,RTF,REPORT TO FOLLOW,N,1M04,030XX Saint Peter St,70119.0,1,"(29.97288887, -90.08739820)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.97288887,-90.08739820
F3803414,37D,AGGRAVATED ASSAULT DOMESTIC,2B,35D,SIMPLE BATTERY DOMESTIC,1A,3705298,512194,2014-06-29 01:58:23,06/29/2014 03:19:09 AM,06/29/2014 03:27:27 AM,06/29/2014 06:50:16 AM,RTF,REPORT TO FOLLOW,N,4D05,056XX Forest Isle Dr,70131.0,4,"(29.90161225, -89.99363652)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.90161225,-89.99363652
G0192014,37D,AGGRAVATED ASSAULT DOMESTIC,2B,21,COMPLAINT OTHER,1H,3690720,525382,2014-07-02 13:00:42,07/02/2014 01:02:22 PM,07/02/2014 01:00:51 PM,07/02/2014 03:35:55 PM,RTF,REPORT TO FOLLOW,N,4B05,018XX Mardi Gras Blvd,70114.0,4,"(29.93833569, -90.03917289)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.93833569,-90.03917289
G0491214,37D,AGGRAVATED ASSAULT DOMESTIC,2B,21,COMPLAINT OTHER,1H,3669042,537852,2014-07-04 16:38:25,07/04/2014 04:39:24 PM,07/04/2014 04:44:45 PM,07/04/2014 07:59:09 PM,RTF,REPORT TO FOLLOW,N,3D02,005XX S Alexander St,70119.0,3,"(29.97328087, -90.10719268)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.97328087,-90.10719268
G0562114,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3696457,553158,2014-07-05 02:20:40,07/05/2014 02:28:30 AM,07/05/2014 02:38:17 AM,07/05/2014 03:34:30 AM,RTF,REPORT TO FOLLOW,N,7C03,059XX Beechcraft St,70126.0,7,"(30.01453071, -90.02005648)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.01453071,-90.02005648
G1064314,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3696268,523228,2014-07-08 23:13:23,07/08/2014 11:17:11 PM,07/08/2014 11:22:57 PM,07/09/2014 02:12:23 AM,RTF,REPORT TO FOLLOW,N,4J01,021XX Cypress Acres Dr,70114.0,4,"(29.93224092, -90.02173819)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.93224092,-90.02173819
G2261314,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3713090,568159,2014-07-18 01:12:45,07/18/2014 01:18:06 AM,07/18/2014 01:23:59 AM,07/18/2014 05:19:11 AM,RTF,REPORT TO FOLLOW,N,7I14,XX Honeysuckle Ln,70128.0,7,"(30.05524314, -89.96693953)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.05524314,-89.96693953
G2267914,37D,AGGRAVATED ASSAULT DOMESTIC,1A,37D,AGGRAVATED ASSAULT DOMESTIC,1A,3680156,530301,2014-07-18 02:40:38,07/18/2014 03:22:34 AM,07/18/2014 03:26:37 AM,07/18/2014 04:20:42 AM,RTF,REPORT TO FOLLOW,N,8I01,003XX Baronne St,70112.0,8,"(29.95218639, -90.07235465)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.95218639,-90.07235465
G3060114,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3681214,521725,2014-07-24 00:51:11,07/24/2014 01:02:20 AM,07/24/2014 01:02:24 AM,07/24/2014 02:03:17 AM,RTF,REPORT TO FOLLOW,N,6B02,018XX Saint Thomas St,70130.0,6,"(29.92857268, -90.06931451)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.92857268,-90.06931451
G3305214,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3675468,533934,2014-07-25 21:37:21,07/25/2014 09:38:41 PM,07/25/2014 09:45:17 PM,07/25/2014 11:07:19 PM,RTF,REPORT TO FOLLOW,N,1H02,025XX Palmyra St,70119.0,1,"(29.96231620, -90.08703404)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.96231620,-90.08703404
G3368214,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103,DISTURBANCE (OTHER),2A,3700084,519768,2014-07-26 10:47:45,07/26/2014 10:48:47 AM,07/26/2014 10:53:11 AM,07/26/2014 02:48:06 PM,RTF,REPORT TO FOLLOW,N,4D01,032XX Rue Parc Fontaine,70131.0,4,"(29.92260686, -90.00981609)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.92260686,-90.00981609
G3546114,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103,DISTURBANCE (OTHER),2A,3681832,538682,2014-07-27 19:54:24,07/27/2014 08:17:32 PM,07/27/2014 08:20:30 PM,07/27/2014 09:14:59 PM,RTF,REPORT TO FOLLOW,N,5A02,016XX N Roman St,70116.0,5,"(29.97517959, -90.06676897)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.97517959,-90.06676897
G3725014,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3686976,535626,2014-07-29 06:57:57,07/29/2014 07:01:46 AM,07/29/2014 07:06:39 AM,07/29/2014 01:18:23 PM,RTF,REPORT TO FOLLOW,N,5C01,008XX Franklin Ave,70117.0,5,"(29.96661935, -90.05063389)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.96661935,-90.05063389
G3732014,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3708126,562055,2014-07-29 08:19:44,07/29/2014 08:23:45 AM,07/29/2014 08:21:41 AM,07/29/2014 11:35:59 AM,RTF,REPORT TO FOLLOW,N,7P06,097XX W Wheaton Cir,70127.0,7,"(30.03862143, -89.98285624)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.03862143,-89.98285624
H0035714,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3663813,537975,2014-08-01 08:49:49,08/01/2014 08:50:25 AM,08/01/2014 09:05:59 AM,08/01/2014 03:11:11 PM,RTF,REPORT TO FOLLOW,N,3A01,035XX Camphor St,70118.0,3,"(29.97377114, -90.12370157)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.97377114,-90.12370157
H0438414,37D,AGGRAVATED ASSAULT DOMESTIC,2B,35,SIMPLE BATTERY,2A,3704203,563077,2014-08-04 11:13:03,08/04/2014 11:14:52 AM,08/04/2014 11:21:40 AM,08/04/2014 03:17:51 PM,RTF,REPORT TO FOLLOW,N,7P01,087XX Dinkins St,70127.0,7,"(30.04155713, -89.99521777)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.04155713,-89.99521777
H0810714,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3685521,538797,2014-08-06 22:45:10,08/06/2014 10:46:21 PM,08/06/2014 10:50:32 PM,08/07/2014 01:22:22 AM,RTF,REPORT TO FOLLOW,N,5G01,017XX Mandeville St,70117.0,5,"(29.97538465, -90.05511429)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.97538465,-90.05511429
H1700314,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3706930,556608,2014-08-13 19:20:47,08/13/2014 07:25:24 PM,08/13/2014 07:35:25 PM,08/13/2014 10:00:16 PM,RTF,REPORT TO FOLLOW,N,7H02,049XX Gawain Dr,70127.0,7,"(30.02368279, -89.98683966)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.02368279,-89.98683966
H1910414,37D,AGGRAVATED ASSAULT DOMESTIC,2B,67,THEFT,1E,3678354,537337,2014-08-15 11:25:07,08/15/2014 02:41:49 PM,08/15/2014 02:47:19 PM,08/15/2014 04:40:19 PM,RTF,REPORT TO FOLLOW,N,1J04,010XX N Rocheblave St,70119.0,1,"(29.97158561, -90.07780110)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.97158561,-90.07780110
H2154614,37D,AGGRAVATED ASSAULT DOMESTIC,2B,35D,SIMPLE BATTERY DOMESTIC,2B,3696834,553260,2014-08-17 08:44:51,08/17/2014 08:46:09 AM,08/17/2014 08:56:28 AM,08/17/2014 01:54:59 PM,RTF,REPORT TO FOLLOW,N,7C03,045XX Skyview Dr,70126.0,7,"(30.01479875, -90.01886324)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.01479875,-90.01886324
H2170814,37D,AGGRAVATED ASSAULT DOMESTIC,2B,37D,AGGRAVATED ASSAULT DOMESTIC,2B,3715448,565644,2014-08-17 11:59:43,08/17/2014 12:04:52 PM,08/17/2014 12:08:46 PM,08/17/2014 02:31:09 PM,RTF,REPORT TO FOLLOW,N,7I11,121XX N I-10 Service Rd,70128.0,7,"(30.04825109, -89.95958404)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.04825109,-89.95958404
H2481314,37D,AGGRAVATED ASSAULT DOMESTIC,2B,21,COMPLAINT OTHER,2A,3672304,546206,2014-08-19 22:00:25,08/19/2014 10:02:11 PM,08/19/2014 10:07:18 PM,08/20/2014 03:34:56 AM,RTF,REPORT TO FOLLOW,N,3I05,Diagonal Dr & Magnolia Dr,70124.0,3,"(29.99615492, -90.09660651)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.99615492,-90.09660651
H2543514,37D,AGGRAVATED ASSAULT DOMESTIC,2B,21,COMPLAINT OTHER,2A,3678067,548403,2014-08-20 11:05:11,08/20/2014 03:54:24 PM,08/20/2014 04:04:19 PM,08/20/2014 07:20:01 PM,RTF,REPORT TO FOLLOW,N,3M04,043XX Cartier Ave,70122.0,3,"(30.00202252, -90.07832633)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.00202252,-90.07832633
H2698214,37D,AGGRAVATED ASSAULT DOMESTIC,1A,37,AGGRAVATED ASSAULT,2A,3672468,534026,2014-08-21 13:28:27,08/21/2014 01:50:38 PM,08/21/2014 02:05:07 PM,08/21/2014 10:40:16 PM,RTF,REPORT TO FOLLOW,N,1K01,031XX Gravier St,70119.0,1,"(29.96265959, -90.09650309)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.96265959,-90.09650309
H2971714,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103D,DOMESTIC DISTURBANCE,2B,3688466,540797,2014-08-23 14:36:23,08/23/2014 03:32:19 PM,08/23/2014 03:42:40 PM,08/23/2014 06:39:11 PM,RTF,REPORT TO FOLLOW,N,5M02,022XX Port St,70117.0,5,"(29.98079252, -90.04574473)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,29.98079252,-90.04574473
I0005314,37D,AGGRAVATED ASSAULT DOMESTIC,2B,103,DISTURBANCE (OTHER),2A,3690728,557612,2014-09-01 00:44:50,09/01/2014 01:45:26 AM,09/01/2014 02:29:35 AM,09/01/2014 05:45:32 AM,RTF,REPORT TO FOLLOW,N,3V03,065XX Congress Dr,70126.0,3,"(30.02695787, -90.03799827)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.02695787,-90.03799827
I0155214,37D,AGGRAVATED ASSAULT DOMESTIC,2B,35D,SIMPLE BATTERY DOMESTIC,2B,3696244,554338,2014-09-02 09:49:49,09/02/2014 10:10:48 AM,09/02/2014 10:28:19 AM,09/02/2014 02:46:09 PM,RTF,REPORT TO FOLLOW,N,7C03,048XX Deanne St,70126.0,7,"(30.01778176, -90.02068734)",VIOLENT CRIME,AGGRAVATED ASSAULT DOMESTIC,30.01778176,-90.02068734
