NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip_x,PoliceDistrict,Location,CrimeType,Description,FieldInterviewID,EventDate,District,Zone,OfficerAssignment,StopDescription,ActionsTaken,VehicleYear,VehicleMake,VehicleModel,VehicleStyle,VehicleColor,SubjectID,SubjectRace,SubjectGender,SubjectAge,SubjectHasPhotoID,SubjectHeight,SubjectWeight,SubjectEyeColor,SubjectHairColor,SubjectDriverLicState,CreatedDateTime,LastModifiedDateTime,Longitude,Latitude,Zip_y,BlockAddress
F0926914,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3673923,525551,2014-06-07 18:42:55,2014-06-07 18:43:36,2014-06-07 18:45:18,2014-06-07 21:22:37,RTF,REPORT TO FOLLOW,N,6I02,Washington Ave & S Robertson St,,6,"(29.93931327, -90.09219827)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,323199,09/14/2015 06:44:00 AM,7,F,SOD,SUSPECT PERSON,,,,,,,369406.0,BLACK,FEMALE,40.0,No,64.0,130.0,Brown,Black,,09/14/2015 07:01:13 AM,09/14/2015 07:01:51 AM,-90.09219827,29.93931327,,Washington Ave & S Robertson St
F1372314,34S,AGGRAVATED BATTERY BY SHOOTING,1A,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3673091,527932,2014-06-11 02:01:22,2014-06-11 02:03:28,,2014-06-11 06:26:32,RTF,REPORT TO FOLLOW,N,6K01,Third St & S Prieur St,70125.0,6,"(29.94588397, -90.09474404)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,245582,06/11/2014 11:32:00 AM,6,K,6th  District,CALL FOR SERVICE,Stop Results: Verbal warning;Subject Type: Pedestrian;Search Occurred: Yes;Search Types: Pat-down;Legal Basises: Probable cause;Evidence Seized: No,,,,,,284519.0,BLACK,MALE,38.0,Yes,72.0,240.0,Brown,Black,LA,06/11/2014 11:36:01 AM,,-90.09474404,29.94588397,70125.0,Third St & S Prieur St
F2411314,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3680782,530838,2014-06-18 19:48:08,2014-06-18 19:49:08,2014-06-18 19:48:08,2014-06-18 23:30:09,RTF,REPORT TO FOLLOW,Y,8I01,008XX Canal St,70112.0,8,"(29.95364370, -90.07036105)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,247210,06/19/2014 03:00:00 PM,1,C,SOD,CRIMINAL VIOLATION,,,,,,,286324.0,BLACK,FEMALE,21.0,No,60.0,110.0,Brown,Black,,06/23/2014 03:04:28 PM,,-90.07036105,29.953643699999997,70112.0,008XX Canal St
F2454814,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3705850,513378,2014-06-19 04:59:29,2014-06-19 05:00:16,2014-06-19 05:04:13,2014-06-19 09:47:31,RTF,REPORT TO FOLLOW,N,4E01,059XX Tullis Dr,70131.0,4,"(29.90485114, -89.99185026)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,246643,06/19/2014 01:50:00 PM,4,K,4th  District,SUSPECT PERSON,,2013.0,DODGE,CHALLENGER,TWO DOOR,BLACK,285693.0,BLACK,MALE,18.0,No,68.0,135.0,Brown,Black,,06/19/2014 01:58:15 PM,,-89.99185026,29.90485114,70131.0,059XX Tullis Dr
F3807114,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3682313,532662,2014-06-29 02:46:46,2014-06-29 02:48:43,2014-06-29 02:54:50,2014-06-29 06:50:24,RTF,REPORT TO FOLLOW,N,8D06,007XX Bourbon St,70116.0,8,"(29.95861234, -90.06546275)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,247939,06/29/2014 04:05:00 AM,8,A,8th  District,CITIZEN CONTACT,,,,,,,287149.0,BLACK,MALE,31.0,Yes,70.0,240.0,Brown,Black,LA,06/29/2014 04:10:06 AM,,-90.06546275,29.95861234,70116.0,007XX Bourbon St
F3807114,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3682313,532662,2014-06-29 02:46:46,2014-06-29 02:48:43,2014-06-29 02:54:50,2014-06-29 06:50:24,RTF,REPORT TO FOLLOW,N,8D06,007XX Bourbon St,70116.0,8,"(29.95861234, -90.06546275)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,248066,06/29/2014 02:09:00 AM,8,D,8th  District,CALL FOR SERVICE,,2014.0,DODGE,CHALLENGER,FOUR DOOR,SILVER,287286.0,WHITE,MALE,42.0,No,70.0,200.0,Brown,Black,OH,06/30/2014 04:19:06 AM,,-90.06546275,29.95861234,70116.0,007XX Bourbon St
F3807114,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3682313,532662,2014-06-29 02:46:46,2014-06-29 02:48:43,2014-06-29 02:54:50,2014-06-29 06:50:24,RTF,REPORT TO FOLLOW,N,8D06,007XX Bourbon St,70116.0,8,"(29.95861234, -90.06546275)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,248724,07/04/2014 04:30:00 PM,1,A,SOD,CRIMINAL VIOLATION,,,,,,,288015.0,ASIAN,MALE,20.0,No,61.0,120.0,Brown,Black,,07/05/2014 04:37:33 PM,,-90.06546275,29.95861234,70116.0,007XX Bourbon St
G2575314,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3667277,534146,2014-07-20 12:04:29,2014-07-20 12:04:58,2014-07-20 12:07:34,2014-07-20 15:05:41,RTF,REPORT TO FOLLOW,N,2T03,S Carrollton Ave & Olive St,70118.0,2,"(29.96314198, -90.11289315)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,251008,07/23/2014 11:14:00 AM,3,X,SOD,SUSPECT PERSON,,,,,,,290519.0,BLACK,MALE,29.0,No,76.0,175.0,Brown,Black,,07/23/2014 11:21:44 AM,,-90.11289315,29.96314198,70118.0,S Carrollton Ave & Olive St
G3013214,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3715448,565644,2014-07-23 17:24:41,2014-07-23 17:25:22,2014-07-23 17:30:35,2014-07-23 22:53:49,RTF,REPORT TO FOLLOW,N,7I11,121XX N I-10 Service Rd,70128.0,7,"(30.04825109, -89.95958404)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,253780,08/08/2014 01:15:00 PM,8,G,SOD,OTHER,,,,,,,293554.0,BLACK,MALE,22.0,No,69.0,150.0,Brown,Black,,08/08/2014 08:13:23 PM,,-89.95958404,30.04825109,70128.0,121XX N I-10 Service Rd
J0611914,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3673780,527938,2014-10-05 14:32:59,2014-10-05 14:33:24,2014-10-05 14:35:04,2014-10-05 16:24:37,RTF,REPORT TO FOLLOW,N,6K01,024XX S Roman St,70125.0,6,"(29.94587903, -90.09256740)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,264900,10/06/2014 11:07:00 PM,6,H,6th  District,SUSPECT VEHICLE,,2000.0,TOYOTA,4RUNNER,SPORTS UTILITY,WHITE,305460.0,BLACK,MALE,27.0,No,74.0,176.0,Brown,Black,,10/06/2014 11:09:51 PM,,-90.09256740000001,29.94587903,70125.0,024XX S Roman St
J1532214,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3707175,553351,2014-10-12 18:48:04,2014-10-12 18:50:11,2014-10-12 18:56:57,2014-10-12 21:28:21,RTF,REPORT TO FOLLOW,N,7F04,044XX Gawain Dr,,7,"(30.01472018, -89.98618640)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,266436,10/15/2014 01:58:00 PM,1,K,SOD,OTHER,,,,,,,307157.0,BLACK,MALE,57.0,Yes,66.0,170.0,Brown,Black,LA,10/15/2014 02:15:46 PM,,-89.98618640000001,30.01472018,,044XX Gawain Dr
J1790414,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3673785,527267,2014-10-14 19:37:40,2014-10-14 19:38:13,2014-10-14 19:40:41,2014-10-15 02:07:31,RTF,REPORT TO FOLLOW,N,6K01,025XX S Claiborne Ave,70125.0,6,"(29.94403495, -90.09257444)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,267052,10/19/2014 02:31:00 PM,6,L,6th  District,PRESENT AT CRIME SCENE,,,,,,,307859.0,BLACK,MALE,29.0,No,69.0,150.0,Brown,Black,LA,10/19/2014 02:45:45 PM,,-90.09257444,29.94403495,70125.0,025XX S Claiborne Ave
J1790414,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3673785,527267,2014-10-14 19:37:40,2014-10-14 19:38:13,2014-10-14 19:40:41,2014-10-15 02:07:31,RTF,REPORT TO FOLLOW,N,6K01,025XX S Claiborne Ave,70125.0,6,"(29.94403495, -90.09257444)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,267052,10/19/2014 02:31:00 PM,6,L,6th  District,PRESENT AT CRIME SCENE,,,,,,,307860.0,BLACK,MALE,26.0,No,72.0,288.0,Brown,Black,,10/19/2014 02:45:45 PM,,-90.09257444,29.94403495,70125.0,025XX S Claiborne Ave
J1790414,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3673785,527267,2014-10-14 19:37:40,2014-10-14 19:38:13,2014-10-14 19:40:41,2014-10-15 02:07:31,RTF,REPORT TO FOLLOW,N,6K01,025XX S Claiborne Ave,70125.0,6,"(29.94403495, -90.09257444)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,267052,10/19/2014 02:31:00 PM,6,L,6th  District,PRESENT AT CRIME SCENE,,,,,,,307861.0,BLACK,MALE,20.0,No,71.0,201.0,Brown,Black,,10/19/2014 02:45:45 PM,,-90.09257444,29.94403495,70125.0,025XX S Claiborne Ave
J1790414,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3673785,527267,2014-10-14 19:37:40,2014-10-14 19:38:13,2014-10-14 19:40:41,2014-10-15 02:07:31,RTF,REPORT TO FOLLOW,N,6K01,025XX S Claiborne Ave,70125.0,6,"(29.94403495, -90.09257444)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,267052,10/19/2014 02:31:00 PM,6,L,6th  District,PRESENT AT CRIME SCENE,,,,,,,307862.0,BLACK,FEMALE,19.0,No,66.0,110.0,Brown,Black,,10/19/2014 02:45:45 PM,,-90.09257444,29.94403495,70125.0,025XX S Claiborne Ave
J1790414,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3673785,527267,2014-10-14 19:37:40,2014-10-14 19:38:13,2014-10-14 19:40:41,2014-10-15 02:07:31,RTF,REPORT TO FOLLOW,N,6K01,025XX S Claiborne Ave,70125.0,6,"(29.94403495, -90.09257444)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,267052,10/19/2014 02:31:00 PM,6,L,6th  District,PRESENT AT CRIME SCENE,,,,,,,307863.0,BLACK,MALE,23.0,No,66.0,140.0,Brown,Black,,10/19/2014 02:45:45 PM,,-90.09257444,29.94403495,70125.0,025XX S Claiborne Ave
J1790414,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3673785,527267,2014-10-14 19:37:40,2014-10-14 19:38:13,2014-10-14 19:40:41,2014-10-15 02:07:31,RTF,REPORT TO FOLLOW,N,6K01,025XX S Claiborne Ave,70125.0,6,"(29.94403495, -90.09257444)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,267052,10/19/2014 02:31:00 PM,6,L,6th  District,PRESENT AT CRIME SCENE,,,,,,,307864.0,BLACK,MALE,31.0,No,68.0,170.0,Brown,Black,LA,10/19/2014 02:45:45 PM,,-90.09257444,29.94403495,70125.0,025XX S Claiborne Ave
J1790414,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3673785,527267,2014-10-14 19:37:40,2014-10-14 19:38:13,2014-10-14 19:40:41,2014-10-15 02:07:31,RTF,REPORT TO FOLLOW,N,6K01,025XX S Claiborne Ave,70125.0,6,"(29.94403495, -90.09257444)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,267052,10/19/2014 02:31:00 PM,6,L,6th  District,PRESENT AT CRIME SCENE,,,,,,,307865.0,BLACK,MALE,54.0,No,65.0,160.0,Brown,Salt/Pepper,LA,10/19/2014 02:45:45 PM,,-90.09257444,29.94403495,70125.0,025XX S Claiborne Ave
J1790414,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3673785,527267,2014-10-14 19:37:40,2014-10-14 19:38:13,2014-10-14 19:40:41,2014-10-15 02:07:31,RTF,REPORT TO FOLLOW,N,6K01,025XX S Claiborne Ave,70125.0,6,"(29.94403495, -90.09257444)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,267052,10/19/2014 02:31:00 PM,6,L,6th  District,PRESENT AT CRIME SCENE,,,,,,,307866.0,BLACK,MALE,31.0,No,66.0,160.0,Brown,Black,,10/19/2014 02:45:45 PM,,-90.09257444,29.94403495,70125.0,025XX S Claiborne Ave
J1896514,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3676676,526331,2014-10-15 15:33:23,2014-10-15 15:37:26,2014-10-15 15:33:23,2014-10-15 19:02:31,RTF,REPORT TO FOLLOW,Y,6H01,018XX S Liberty St,70113.0,6,"(29.94137376, -90.08347849)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,267051,10/15/2014 02:22:00 PM,1,K,6th  District,CITIZEN CONTACT,,,,,,,307857.0,BLACK,FEMALE,20.0,No,66.0,120.0,Brown,Black,,10/19/2014 02:26:19 PM,10/19/2014 02:27:54 PM,-90.08347849,29.94137376,70113.0,018XX S Liberty St
J1896514,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3676676,526331,2014-10-15 15:33:23,2014-10-15 15:37:26,2014-10-15 15:33:23,2014-10-15 19:02:31,RTF,REPORT TO FOLLOW,Y,6H01,018XX S Liberty St,70113.0,6,"(29.94137376, -90.08347849)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,267051,10/15/2014 02:22:00 PM,1,K,6th  District,CITIZEN CONTACT,,,,,,,307858.0,BLACK,MALE,22.0,No,70.0,140.0,Brown,Black,,10/19/2014 02:26:19 PM,10/19/2014 02:27:54 PM,-90.08347849,29.94137376,70113.0,018XX S Liberty St
J1896514,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3676676,526331,2014-10-15 15:33:23,2014-10-15 15:37:26,2014-10-15 15:33:23,2014-10-15 19:02:31,RTF,REPORT TO FOLLOW,Y,6H01,018XX S Liberty St,70113.0,6,"(29.94137376, -90.08347849)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,268170,10/25/2014 05:51:00 PM,6,G,6th  District,CALL FOR SERVICE,,,,,,,309097.0,BLACK,MALE,26.0,No,74.0,165.0,Brown,Black,,10/25/2014 05:54:33 PM,10/25/2014 06:12:37 PM,-90.08347849,29.94137376,70113.0,018XX S Liberty St
J1896514,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3676676,526331,2014-10-15 15:33:23,2014-10-15 15:37:26,2014-10-15 15:33:23,2014-10-15 19:02:31,RTF,REPORT TO FOLLOW,Y,6H01,018XX S Liberty St,70113.0,6,"(29.94137376, -90.08347849)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,321524,09/04/2015 04:15:00 PM,1,C,SOD,SUSPECT PERSON,,,,,,,367625.0,BLACK,MALE,27.0,No,68.0,150.0,Brown,Black,,09/04/2015 04:28:54 PM,09/04/2015 05:33:30 PM,-90.08347849,29.94137376,70113.0,018XX S Liberty St
J1896514,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3676676,526331,2014-10-15 15:33:23,2014-10-15 15:37:26,2014-10-15 15:33:23,2014-10-15 19:02:31,RTF,REPORT TO FOLLOW,Y,6H01,018XX S Liberty St,70113.0,6,"(29.94137376, -90.08347849)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,321524,09/04/2015 04:15:00 PM,1,C,SOD,SUSPECT PERSON,,,,,,,367626.0,BLACK,FEMALE,41.0,No,69.0,200.0,Brown,Black,,09/04/2015 04:28:54 PM,09/04/2015 05:33:30 PM,-90.08347849,29.94137376,70113.0,018XX S Liberty St
K0384514,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3712600,556812,2014-11-03 19:50:47,2014-11-03 19:51:22,2014-11-03 19:53:05,2014-11-04 00:02:59,RTF,REPORT TO FOLLOW,N,7J02,048XX Read Blvd,70127.0,7,"(30.02405924, -89.96891466)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,271456,11/03/2014 07:50:00 PM,7,J,7th  District,CALL FOR SERVICE,,,,,,,312753.0,BLACK,FEMALE,14.0,No,65.0,150.0,Brown,Black,,11/13/2014 11:56:36 AM,,-89.96891466,30.02405924,70127.0,048XX Read Blvd
K1250414,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3674302,528939,2014-11-10 17:44:17,2014-11-10 17:44:48,2014-11-10 17:46:37,2014-11-10 23:04:56,RTF,REPORT TO FOLLOW,N,6L02,033XX Thalia St,70125.0,6,"(29.94861738, -90.09088510)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,270971,11/11/2014 12:30:00 AM,6,L,6th  District,CALL FOR SERVICE,,2006.0,NISSAN,MURANO,SPORTS UTILITY,WHITE,,,,,No,,,,,,11/11/2014 12:33:48 AM,,-90.0908851,29.94861738,70125.0,033XX Thalia St
K1856614,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3685982,555207,2014-11-15 18:47:54,2014-11-15 18:48:13,2014-11-15 18:56:40,2014-11-15 23:35:52,RTF,REPORT TO FOLLOW,N,3R04,060XX Painters St,70122.0,3,"(30.02049103, -90.05308139)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,271771,11/15/2014 09:02:00 PM,3,R,3rd  District,CALL FOR SERVICE,,,,,,,313108.0,BLACK,MALE,16.0,No,70.0,145.0,Brown,Black,,11/15/2014 09:07:28 PM,,-90.05308139,30.02049103,70122.0,060XX Painters St
K3521614,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3682799,529456,2014-11-29 21:12:16,2014-11-29 21:12:23,2014-11-29 21:12:16,2014-11-30 00:47:18,RTF,REPORT TO FOLLOW,Y,8A03,Canal St & Convention Center Blvd,70130.0,8,"(29.94978290, -90.06404029)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,273909,11/29/2014 10:00:00 PM,8,A,8th  District,CRIMINAL VIOLATION,,,,,,,315442.0,BLACK,MALE,17.0,No,75.0,145.0,Brown,Black,LA,11/30/2014 08:17:41 PM,,-90.06404029,29.949782899999995,70130.0,Canal St & Convention Center Blvd
L0323214,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3671308,526679,2014-12-03 14:27:18,2014-12-03 14:28:08,2014-12-03 14:32:31,2014-12-03 17:02:24,RTF,REPORT TO FOLLOW,N,2R01,Gen Taylor St & S Roman St,70125.0,2,"(29.94249260, -90.10041583)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,283180,01/25/2015 09:32:00 PM,2,R,SOD,SUSPECT PERSON,,,,,,,325754.0,BLACK,MALE,23.0,No,64.0,140.0,Brown,Black,,01/25/2015 09:41:10 PM,,-90.10041583,29.942492600000005,70125.0,Gen Taylor St & S Roman St
L1779514,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3698047,551897,2014-12-15 18:04:24,,2014-12-15 18:09:00,2014-12-15 22:43:50,RTF,REPORT TO FOLLOW,N,7C03,063XX Chef Menteur Hwy,70126.0,7,"(30.01101226, -90.01508050)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,286305,02/12/2015 04:02:00 AM,1,F,1st District,FLAGGED DOWN,,,,,,,329249.0,BLACK,MALE,44.0,No,68.0,180.0,Brown,Black,LA,02/12/2015 04:06:41 AM,02/15/2015 05:22:48 PM,-90.01508050000001,30.01101226,70126.0,063XX Chef Menteur Hwy
L3261714,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3676491,531030,2014-12-29 02:30:23,2014-12-29 02:30:23,2014-12-29 02:41:33,2014-12-29 06:52:18,RTF,REPORT TO FOLLOW,N,1G01,Poydras St & Bolivar St,70112.0,1,"(29.95430094, -90.08390180)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,278414,12/29/2014 02:30:00 AM,8,I,8th  District,TRAFFIC VIOLATION,,2014.0,VOLKSWAGEN (VW),OTHER,FOUR DOOR,WHITE,320435.0,BLACK,FEMALE,20.0,Yes,64.0,160.0,Brown,Black,LA,12/29/2014 05:30:36 AM,,-90.08390179999999,29.95430094,70112.0,Poydras St & Bolivar St
L3261714,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3676491,531030,2014-12-29 02:30:23,2014-12-29 02:30:23,2014-12-29 02:41:33,2014-12-29 06:52:18,RTF,REPORT TO FOLLOW,N,1G01,Poydras St & Bolivar St,70112.0,1,"(29.95430094, -90.08390180)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,278414,12/29/2014 02:30:00 AM,8,I,8th  District,TRAFFIC VIOLATION,,2014.0,VOLKSWAGEN (VW),OTHER,FOUR DOOR,WHITE,320436.0,BLACK,FEMALE,20.0,Yes,65.0,165.0,Brown,Brown,LA,12/29/2014 05:30:36 AM,,-90.08390179999999,29.95430094,70112.0,Poydras St & Bolivar St
L3261714,34S,AGGRAVATED BATTERY BY SHOOTING,2B,94,DISCHARGING FIREARM,2B,3676491,531030,2014-12-29 02:30:23,2014-12-29 02:30:23,2014-12-29 02:41:33,2014-12-29 06:52:18,RTF,REPORT TO FOLLOW,N,1G01,Poydras St & Bolivar St,70112.0,1,"(29.95430094, -90.08390180)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,278414,12/29/2014 02:30:00 AM,8,I,8th  District,TRAFFIC VIOLATION,,2014.0,VOLKSWAGEN (VW),OTHER,FOUR DOOR,WHITE,320437.0,BLACK,FEMALE,20.0,Yes,64.0,175.0,Brown,Black,LA,12/29/2014 05:30:36 AM,,-90.08390179999999,29.95430094,70112.0,Poydras St & Bolivar St
L3332914,34S,AGGRAVATED BATTERY BY SHOOTING,1A,34S,AGGRAVATED BATTERY BY SHOOTING,1A,3673359,528106,2014-12-29 18:48:50,2014-12-29 18:51:46,2014-12-29 18:58:18,2014-12-29 22:52:32,RTF,REPORT TO FOLLOW,N,6K01,2nd St & S Prieur St,70125.0,6,"(29.94635499, -90.09389161)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,278636,12/29/2014 11:00:00 AM,6,I,6th  District,SUSPECT PERSON,,,,,,,320690.0,BLACK,MALE,54.0,No,73.0,170.0,Brown,Salt/Pepper,,12/31/2014 12:58:18 AM,,-90.09389161,29.94635499,70125.0,2nd St & S Prieur St
A3186615,34S,AGGRAVATED BATTERY BY SHOOTING,2B,24,MEDICAL,2B,3681972,540472,2015-01-27 05:39:15,2015-01-27 05:39:44,2015-01-27 05:45:10,2015-01-27 08:59:20,RTF,REPORT TO FOLLOW,N,5K02,022XX New Orleans St,,5,"(29.98009697, -90.06626674)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,285143,02/03/2015 02:15:00 PM,1,B,SOD,OTHER,,,,,,,327962.0,BLACK,MALE,40.0,No,68.0,140.0,Brown,Black,,02/05/2015 11:22:44 AM,,-90.06626674,29.98009697,,022XX New Orleans St
A3186615,34S,AGGRAVATED BATTERY BY SHOOTING,2B,24,MEDICAL,2B,3681972,540472,2015-01-27 05:39:15,2015-01-27 05:39:44,2015-01-27 05:45:10,2015-01-27 08:59:20,RTF,REPORT TO FOLLOW,N,5K02,022XX New Orleans St,,5,"(29.98009697, -90.06626674)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,285143,02/03/2015 02:15:00 PM,1,B,SOD,OTHER,,,,,,,327963.0,BLACK,MALE,33.0,No,69.0,170.0,Brown,Black,,02/05/2015 11:22:44 AM,,-90.06626674,29.98009697,,022XX New Orleans St
A3598015,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3684603,533903,2015-01-30 01:19:26,2015-01-30 01:20:16,2015-01-30 01:22:48,2015-01-30 06:45:03,RTF,REPORT TO FOLLOW,N,8E05,005XX Esplanade Ave,70116.0,8,"(29.96195459, -90.05818625)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,284343,01/30/2015 01:15:00 AM,8,E,8th  District,SUSPECT PERSON,,,,,,,327057.0,WHITE,FEMALE,23.0,Yes,66.0,128.0,Blue,Brown,LA,01/31/2015 12:25:49 AM,,-90.05818625,29.96195459,70116.0,005XX Esplanade Ave
A3598015,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3684603,533903,2015-01-30 01:19:26,2015-01-30 01:20:16,2015-01-30 01:22:48,2015-01-30 06:45:03,RTF,REPORT TO FOLLOW,N,8E05,005XX Esplanade Ave,70116.0,8,"(29.96195459, -90.05818625)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,284343,01/30/2015 01:15:00 AM,8,E,8th  District,SUSPECT PERSON,,,,,,,327058.0,WHITE,MALE,27.0,No,74.0,170.0,Brown,Black,FL,01/31/2015 12:25:49 AM,,-90.05818625,29.96195459,70116.0,005XX Esplanade Ave
A3598015,34S,AGGRAVATED BATTERY BY SHOOTING,2B,34S,AGGRAVATED BATTERY BY SHOOTING,2B,3684603,533903,2015-01-30 01:19:26,2015-01-30 01:20:16,2015-01-30 01:22:48,2015-01-30 06:45:03,RTF,REPORT TO FOLLOW,N,8E05,005XX Esplanade Ave,70116.0,8,"(29.96195459, -90.05818625)",VIOLENT CRIME,AGGRAVATED BATTERY BY SHOOTING,284343,01/30/2015 01:15:00 AM,8,E,8th  District,SUSPECT PERSON,,,,,,,327059.0,WHITE,MALE,36.0,Yes,71.0,157.0,Brown,Brown,LA,01/31/2015 12:25:49 AM,,-90.05818625,29.96195459,70116.0,005XX Esplanade Ave
