NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description
K1128812,65J,CARJACKING - NO WEAP,2A,,,,3681645,531292,2012-11-09 05:01:00,2012-11-09 05:06:00,2012-11-09 05:07:00,2012-11-09 06:50:00,RTF,REPORT TO FOLLOW,,,007XX Bienville St,70130.0,8,"(29.954864356765658, -90.06762041668365)",VIOLENT CRIME,CARJACKING- NO WEAPON
A0842616,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,2A,3678560,532379,2016-01-07 23:02:39,2016-01-07 23:12:46,2016-01-07 23:12:56,2016-01-08 01:38:36,RTF,REPORT TO FOLLOW,N,8J04,001XX Blk S Robertson St,70112.0,8,"(29.95794684, -90.07732145)",VIOLENT CRIME,CARJACKING- NO WEAPON
A1114916,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3690081,535312,2016-01-10 04:10:41,2016-01-10 04:11:41,2016-01-10 04:14:11,2016-01-10 06:35:25,RTF,REPORT TO FOLLOW,N,5C02,010XX Desire St,70117.0,5,"(29.96566055, -90.04083865)",VIOLENT CRIME,CARJACKING- NO WEAPON
A1256016,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3699727,534053,2016-01-11 12:55:32,2016-01-11 12:55:32,2016-01-11 12:55:48,2016-01-11 15:13:38,RTF,REPORT TO FOLLOW,N,5E03,013XX Tupelo St,70117.0,5,"(29.96189646, -90.01042167)",VIOLENT CRIME,CARJACKING- NO WEAPON
A3059416,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3669645,525361,2016-01-26 13:11:11,2016-01-26 13:11:55,2016-01-26 13:15:14,2016-01-26 14:44:23,RTF,REPORT TO FOLLOW,N,2N03,Cadiz St & Willow St,70115.0,2,"(29.93891546, -90.10571132)",VIOLENT CRIME,CARJACKING- NO WEAPON
B3261116,65J,CARJACKING- NO WEAPON,2A,64G,ARMED ROBBERY WITH GUN,2A,3683130,553103,2016-02-27 19:55:00,2016-02-27 19:55:35,2016-02-27 19:58:57,2016-02-27 22:47:10,RTF,REPORT TO FOLLOW,N,3R02,055XX Vermillion Blvd,70122.0,3,"(30.01479359, -90.06216447)",VIOLENT CRIME,CARJACKING- NO WEAPON
C0524116,65J,CARJACKING- NO WEAPON,2A,67A,AUTO THEFT,1B,3705512,515367,2016-03-05 03:36:55,2016-03-05 03:45:20,2016-03-05 04:02:40,2016-03-05 05:56:59,RTF,REPORT TO FOLLOW,N,4E03,041XX Maple Leaf Dr,70131.0,4,"(29.91033220, -89.99284459)",VIOLENT CRIME,CARJACKING- NO WEAPON
D1260116,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3681517,539379,2016-04-11 18:48:40,2016-04-11 18:50:07,2016-04-11 18:49:55,2016-04-11 20:02:16,RTF,REPORT TO FOLLOW,N,5A02,020XX Saint Bernard Ave,70116.0,5,"(29.97710587, -90.06774223)",VIOLENT CRIME,CARJACKING- NO WEAPON
E1209116,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3672212,541154,2016-05-10 23:24:10,2016-05-10 23:26:20,2016-05-10 23:29:22,2016-05-11 01:36:47,RTF,REPORT TO FOLLOW,N,3H02,042XX Dumaine St,70119.0,3,"(29.98226673, -90.09706941)",VIOLENT CRIME,CARJACKING- NO WEAPON
E1316416,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3679839,536443,2016-05-11 22:02:03,2016-05-11 22:04:04,2016-05-11 22:07:24,2016-05-11 23:08:44,RTF,REPORT TO FOLLOW,N,1J02,011XX N Prieur St,70116.0,1,"(29.96908430, -90.07314239)",VIOLENT CRIME,CARJACKING- NO WEAPON
E1549716,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3688736,535096,2016-05-13 19:53:18,2016-05-13 19:54:12,2016-05-13 19:58:48,2016-05-13 21:22:58,RTF,REPORT TO FOLLOW,N,5C04,008XX Clouet St,70117.0,5,"(29.96510818, -90.04509446)",VIOLENT CRIME,CARJACKING- NO WEAPON
E3363216,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3688344,535660,2016-05-28 23:36:16,2016-05-28 23:38:06,2016-05-28 23:43:52,2016-05-29 00:46:14,RTF,REPORT TO FOLLOW,N,5C04,030XX N Rampart St,70117.0,5,"(29.96667179, -90.04631090)",VIOLENT CRIME,CARJACKING- NO WEAPON
E3689416,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,2A,3671124,540608,2016-05-31 21:27:44,2016-05-31 21:28:53,2016-05-31 21:30:41,2016-05-31 22:37:30,RTF,REPORT TO FOLLOW,N,3H02,006XX N Alexander St,70119.0,3,"(29.98079682, -90.10052457)",VIOLENT CRIME,CARJACKING- NO WEAPON
F2540216,65J,CARJACKING- NO WEAPON,2A,64G,ARMED ROBBERY WITH GUN,2A,3687807,552122,2016-06-22 21:17:41,2016-06-22 21:34:22,2016-06-22 21:34:50,2016-06-22 23:38:35,RTF,REPORT TO FOLLOW,N,3T02,051XX Eastern St,70122.0,3,"(30.01195328, -90.04742250)",VIOLENT CRIME,CARJACKING- NO WEAPON
F3062716,65J,CARJACKING- NO WEAPON,1A,65J,CARJACKING- NO WEAPON,2A,3682407,540875,2016-06-27 10:58:58,2016-06-27 11:03:03,2016-06-27 11:08:58,2016-06-27 14:14:03,RTF,REPORT TO FOLLOW,N,5K02,020XX N Rocheblave St,70119.0,5,"(29.98119319, -90.06487624)",VIOLENT CRIME,CARJACKING- NO WEAPON
H1436416,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3706793,565243,2016-08-13 20:52:03,2016-08-13 20:55:11,2016-08-13 21:04:40,2016-08-13 22:53:23,RTF,REPORT TO FOLLOW,N,7P07,096XX Hayne Blvd,70127.0,7,"(30.0474306, -89.98695142)",VIOLENT CRIME,CARJACKING- NO WEAPON
K1174216,65J,CARJACKING- NO WEAPON,2A,103,DISTURBANCE (OTHER),1A,3693101,535353,2016-11-11 20:52:44,,2016-11-11 20:52:44,2016-11-11 22:52:12,RTF,REPORT TO FOLLOW,Y,5D02,Marais St & Poland Av,70117.0,5,"(29.96567957, -90.03130107)",VIOLENT CRIME,CARJACKING- NO WEAPON
K1944516,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3709186,566207,2016-11-18 17:27:06,2016-11-18 17:28:33,2016-11-18 17:32:10,2016-11-18 19:24:29,RTF,REPORT TO FOLLOW,N,7I13,079XX Lacombe St,70127.0,7,"(30.05000397, -89.979353)",VIOLENT CRIME,CARJACKING- NO WEAPON
K1960416,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,2A,3673447,536270,2016-11-18 20:04:17,2016-11-18 20:05:03,2016-11-18 20:06:15,2016-11-18 22:06:32,RTF,REPORT TO FOLLOW,N,1L02,001XX Blk S Rendon St,70119.0,1,"(29.96880093, -90.09333638)",VIOLENT CRIME,CARJACKING- NO WEAPON
J0727216,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3668750,533814,2016-10-07 14:53:42,2016-10-07 14:55:12,2016-10-07 15:10:00,2016-10-07 18:00:11,RTF,REPORT TO FOLLOW,N,2U04,036XX Pine St,70125.0,2,"(29.96218663, -90.10825005)",VIOLENT CRIME,CARJACKING- NO WEAPON
K2305116,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3667606,526737,2016-11-22 01:49:31,2016-11-22 01:52:32,2016-11-22 01:56:41,2016-11-22 04:03:03,RTF,REPORT TO FOLLOW,N,2N02,Nashville Ave & S Claiborne Ave,70125.0,2,"(29.94276125, -90.11210194)",VIOLENT CRIME,CARJACKING- NO WEAPON
K2305516,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3686493,536428,2016-11-22 02:00:44,2016-11-22 02:02:01,2016-11-22 02:05:30,2016-11-22 05:39:21,RTF,REPORT TO FOLLOW,N,8F04,Saint Claude Ave & Saint Roch Ave,70117.0,8,"(29.96883907, -90.05212832)",VIOLENT CRIME,CARJACKING- NO WEAPON
K2313716,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3690355,538092,2016-11-22 06:25:39,2016-11-22 06:29:38,2016-11-22 06:33:22,2016-11-22 12:03:43,RTF,REPORT TO FOLLOW,N,5G04,017XX Piety St,70117.0,5,"(29.97329654, -90.03987345)",VIOLENT CRIME,CARJACKING- NO WEAPON
K2403216,65J,CARJACKING- NO WEAPON,1A,65,SIMPLE ROBBERY,1B,3675611,539181,2016-11-22 23:21:58,2016-11-22 23:28:57,2016-11-22 23:31:32,2016-11-23 02:37:26,RTF,REPORT TO FOLLOW,N,1N03,009XX N Rendon St,70119.0,1,"(29.97674001, -90.08640019)",VIOLENT CRIME,CARJACKING- NO WEAPON
K2410716,65J,CARJACKING- NO WEAPON,2A,67A,AUTO THEFT,2A,3666228,522133,2016-11-23 02:35:16,2016-11-23 02:36:38,2016-11-23 02:39:37,2016-11-23 05:45:21,RTF,REPORT TO FOLLOW,N,2F02,Saint Charles Ave & Nashville Ave,70115.0,2,"(29.93014055, -90.11660741)",VIOLENT CRIME,CARJACKING- NO WEAPON
I1724516,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3678240,540519,2016-09-15 20:54:17,2016-09-15 20:55:00,2016-09-15 20:59:43,2016-09-15 22:38:24,RTF,REPORT TO FOLLOW,N,1C04,016XX Crete St,70119.0,1,"(29.98033872, -90.07805054)",VIOLENT CRIME,CARJACKING- NO WEAPON
J2905316,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3682221,545512,2016-10-26 16:30:45,2016-10-26 16:31:58,2016-10-26 16:34:40,2016-10-26 18:33:34,RTF,REPORT TO FOLLOW,N,3X02,026XX Blk Gentilly Blvd,70122.0,3,"(29.9939482, -90.06530418)",VIOLENT CRIME,CARJACKING- NO WEAPON
K0067316,65J,CARJACKING- NO WEAPON,1A,65J,CARJACKING- NO WEAPON,1A,3678770,536784,2016-11-01 14:37:58,2016-11-01 14:40:16,2016-11-01 14:46:46,2016-11-01 15:28:13,RTF,REPORT TO FOLLOW,N,1J03,010XX N Miro St,70119.0,1,"(29.97005261, -90.07650708)",VIOLENT CRIME,CARJACKING- NO WEAPON
K0497716,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3726874,576027,2016-11-05 11:50:41,2016-11-05 12:02:13,2016-11-05 14:24:08,2016-11-05 14:51:14,RTF,REPORT TO FOLLOW,N,7L07,I-10 W & Michoud Blvd,70129.0,7,"(30.07641693, -89.92306538)",VIOLENT CRIME,CARJACKING- NO WEAPON
L0806916,65J,CARJACKING- NO WEAPON,2A,67A,AUTO THEFT,1B,3726874,561875,2016-12-08 03:36:17,2016-12-08 08:33:21,2016-12-08 08:56:01,2016-12-08 12:57:15,RTF,REPORT TO FOLLOW,N,7L02,048XX Brittany Ct,70129.0,7,"(30.03750503, -89.92361772)",VIOLENT CRIME,CARJACKING- NO WEAPON
A1231815,65J,CARJACKING- NO WEAPON,2A,107,SUSPICIOUS PERSON,2A,3696705,552455,2015-01-11 07:10:08,2015-01-11 07:27:15,2015-01-11 07:47:09,2015-01-11 09:00:16,RTF,REPORT TO FOLLOW,N,7C03,044XX Cessna Ct,70126.0,7,"(30.01258935, -90.01929777)",VIOLENT CRIME,CARJACKING- NO WEAPON
B1307215,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,2A,3709745,562037,2015-02-11 18:01:55,2015-02-11 18:02:54,2015-02-11 18:09:50,2015-02-11 23:01:42,RTF,REPORT TO FOLLOW,N,7P06,070XX Read Blvd,70127.0,7,"(30.03851919, -89.97774184)",VIOLENT CRIME,CARJACKING- NO WEAPON
B2217215,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3696774,518535,2015-02-18 07:41:58,2015-02-18 07:43:04,2015-02-18 07:46:38,2015-02-18 09:28:38,RTF,REPORT TO FOLLOW,N,4C02,036XX Texas Dr,70114.0,4,"(29.91931911, -90.02030829)",VIOLENT CRIME,CARJACKING- NO WEAPON
C2106015,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3669612,535584,2015-03-18 00:14:24,2015-03-18 00:20:07,2015-03-18 00:23:18,2015-03-18 02:08:25,RTF,REPORT TO FOLLOW,N,1K02,Gravier St & S Pierce St,70119.0,1,"(29.96702766, -90.10546797)",VIOLENT CRIME,CARJACKING- NO WEAPON
D3485915,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3699332,553896,2015-04-27 23:31:56,,2015-04-28 01:36:16,2015-04-28 01:48:32,RTF,REPORT TO FOLLOW,N,7C05,045XX Reynes St,70126.0,7,"(30.01646923, -90.01094593)",VIOLENT CRIME,CARJACKING- NO WEAPON
E0005715,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,2A,3663263,534006,2015-05-01 01:08:24,2015-05-01 01:09:15,2015-05-01 01:10:11,2015-05-01 02:26:08,RTF,REPORT TO FOLLOW,N,2S02,Gen Ogden St & Apple St,70118.0,2,"(29.96287285, -90.12557142)",VIOLENT CRIME,CARJACKING- NO WEAPON
F1477015,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3692330,534635,2015-06-12 12:06:02,2015-06-12 12:08:19,2015-06-12 12:12:22,2015-06-12 14:41:43,RTF,REPORT TO FOLLOW,N,5D01,009XX France St,,5,"(29.96372989, -90.03375958)",VIOLENT CRIME,CARJACKING- NO WEAPON
F3242315,65J,CARJACKING- NO WEAPON,2A,65,SIMPLE ROBBERY,1B,3690120,536936,2015-06-26 09:15:19,2015-06-26 09:15:19,2015-06-26 09:15:26,2015-06-26 14:01:55,RTF,REPORT TO FOLLOW,N,5C03,014XX Piety St,70117.0,5,"(29.97012328, -90.04065791)",VIOLENT CRIME,CARJACKING- NO WEAPON
G0278515,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3686990,548381,2015-07-03 03:34:57,2015-07-03 03:38:55,2015-07-03 03:43:01,2015-07-03 05:51:17,RTF,REPORT TO FOLLOW,N,3Y03,Wisteria St & Franklin Ave,70122.0,3,"(30.00168988, -90.05013678)",VIOLENT CRIME,CARJACKING- NO WEAPON
G0810315,65J,CARJACKING- NO WEAPON,2A,67A,AUTO THEFT,2A,3684284,544769,2015-07-07 02:12:48,2015-07-07 02:18:28,2015-07-07 02:25:00,2015-07-07 03:17:05,RTF,REPORT TO FOLLOW,N,3X02,Elysian Fields Ave & Humanity St,70122.0,3,"(29.99184286, -90.05881125)",VIOLENT CRIME,CARJACKING- NO WEAPON
G0811415,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3693554,538015,2015-07-07 02:32:25,2015-07-07 02:43:43,2015-07-07 02:52:20,2015-07-07 03:44:54,RTF,REPORT TO FOLLOW,N,5H04,043XX N Prieur St,70117.0,5,"(29.97298542, -90.02977237)",VIOLENT CRIME,CARJACKING- NO WEAPON
H0240315,65J,CARJACKING- NO WEAPON,2A,35,SIMPLE BATTERY,2A,3684990,538273,2015-08-02 23:58:53,2015-08-03 00:03:08,2015-08-03 00:04:10,2015-08-03 02:10:57,RTF,REPORT TO FOLLOW,N,5G01,016XX Elysian Fields Ave,70117.0,5,"(29.97395870, -90.05681118)",VIOLENT CRIME,CARJACKING- NO WEAPON
H1540215,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3679891,534640,2015-08-13 00:53:15,2015-08-13 00:53:25,2015-08-13 01:05:45,2015-08-13 02:40:25,RTF,REPORT TO FOLLOW,N,1E03,Orleans Ave & N Claiborne Ave,70116.0,1,"(29.96412447, -90.07304106)",VIOLENT CRIME,CARJACKING- NO WEAPON
I0615715,65J,CARJACKING- NO WEAPON,2A,64G,ARMED ROBBERY WITH GUN,2A,3677006,547275,2015-09-05 16:38:43,2015-09-05 16:39:08,2015-09-05 16:40:24,2015-09-05 18:28:40,RTF,REPORT TO FOLLOW,N,3M01,041XX Cadillac St,70122.0,3,"(29.99895265, -90.08171592)",VIOLENT CRIME,CARJACKING- NO WEAPON
I3568015,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3687279,529495,2015-09-29 15:37:46,2015-09-29 15:39:52,2015-09-29 15:44:43,2015-09-29 16:35:07,RTF,REPORT TO FOLLOW,N,4F02,Evelina St & Olivier St,70114.0,4,"(29.94975139, -90.04989113)",VIOLENT CRIME,CARJACKING- NO WEAPON
I3676815,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,2A,3716549,557189,2015-09-30 11:57:55,2015-09-30 12:00:15,2015-09-30 12:18:06,2015-09-30 14:54:39,RTF,REPORT TO FOLLOW,N,7J03,048XX Wright Rd,70127.0,7,"(30.02496485, -89.95642273)",VIOLENT CRIME,CARJACKING- NO WEAPON
J0113615,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3699891,518445,2015-10-01 19:55:48,2015-10-01 19:57:30,2015-10-01 19:59:24,2015-10-01 22:00:04,RTF,REPORT TO FOLLOW,N,4D01,044XX General De Gaulle Dr,70131.0,4,"(29.91897313, -90.01047221)",VIOLENT CRIME,CARJACKING- NO WEAPON
J0855015,65J,CARJACKING- NO WEAPON,2A,100I,HIT & RUN WITH INJURIES,2B,3680992,539153,2015-10-07 18:58:08,2015-10-07 19:08:12,2015-10-07 19:15:13,2015-10-07 21:15:00,RTF,REPORT TO FOLLOW,N,1C02,Onzaga St & N Galvez St,70119.0,1,"(29.97649973, -90.06940631)",VIOLENT CRIME,CARJACKING- NO WEAPON
K0021615,65J,CARJACKING- NO WEAPON,2A,911,SILENT 911 CALL,2D,3692645,550217,2015-11-01 03:02:42,2015-11-01 03:02:58,2015-11-01 03:10:51,2015-11-01 06:49:55,RTF,REPORT TO FOLLOW,N,3U02,049XX Chef Menteur Hwy,70126.0,3,"(30.00656516, -90.03220644)",VIOLENT CRIME,CARJACKING- NO WEAPON
K1910715,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,1A,3691398,520744,2015-11-17 01:12:36,2015-11-17 02:10:44,2015-11-17 02:20:42,2015-11-17 03:58:10,RTF,REPORT TO FOLLOW,N,4B02,Donner Dr & Marr Ave,70114.0,4,"(29.92556341, -90.03719992)",VIOLENT CRIME,CARJACKING- NO WEAPON
K2132415,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,2A,3695998,522937,2015-11-18 18:49:38,2015-11-18 18:50:46,2015-11-18 18:54:29,2015-11-19 01:33:58,RTF,REPORT TO FOLLOW,N,4J01,XX Pinewood Ct,70114.0,4,"(29.93144839, -90.02260019)",VIOLENT CRIME,CARJACKING- NO WEAPON
K2141915,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,2A,3696491,558114,2015-11-18 20:17:18,2015-11-18 20:19:31,2015-11-18 20:29:32,2015-11-18 22:52:55,RTF,REPORT TO FOLLOW,N,7D02,072XX Cannonbury Dr,70126.0,7,"(30.02815604, -90.01976903)",VIOLENT CRIME,CARJACKING- NO WEAPON
L1876115,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3667310,519761,2015-12-16 19:05:28,2015-12-16 19:08:16,2015-12-16 19:18:22,2015-12-16 22:51:20,RTF,REPORT TO FOLLOW,N,2F03,Coliseum St & Leontine St,70115.0,2,"(29.92358745, -90.11327262)",VIOLENT CRIME,CARJACKING- NO WEAPON
L2241515,65J,CARJACKING- NO WEAPON,2A,64,ARMED ROBBERY,2A,3697591,553410,2015-12-20 05:16:07,2015-12-20 05:18:08,2015-12-20 05:24:54,2015-12-20 06:57:16,RTF,REPORT TO FOLLOW,N,7C03,046XX Virgilian St,70126.0,7,"(30.01518877, -90.01646455)",VIOLENT CRIME,CARJACKING- NO WEAPON
B0510814,65J,CARJACKING- NO WEAPON,2A,103F,FIGHT,2B,3679411,530984,2014-02-05 06:18:25,2014-02-05 06:41:58,2014-02-05 06:49:36,2014-02-05 09:30:43,RTF,REPORT TO FOLLOW,N,8I02,002XX Loyola Ave,,8,"(29.95408567, -90.07468313)",VIOLENT CRIME,CARJACKING- NO WEAPON
C1987914,65J,CARJACKING- NO WEAPON,2A,21,COMPLAINT OTHER,1H,3677698,540669,2014-03-15 21:02:39,2014-03-15 21:24:38,2014-03-15 23:32:32,2014-03-16 01:01:23,RTF,REPORT TO FOLLOW,N,1C04,029XX Maurepas St,70119.0,1,"(29.98076775, -90.07975694)",VIOLENT CRIME,CARJACKING- NO WEAPON
D0393114,65J,CARJACKING- NO WEAPON,2A,107,SUSPICIOUS PERSON,2A,3699535,535811,2014-04-03 18:57:29,2014-04-03 18:58:44,2014-04-03 19:04:15,2014-04-03 21:25:45,RTF,REPORT TO FOLLOW,N,5I04,059XX N Derbigny St,70117.0,5,"(29.96673676, -90.01096314)",VIOLENT CRIME,CARJACKING- NO WEAPON
D1912914,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,2A,3675198,533273,2014-04-14 23:26:14,2014-04-14 23:29:33,2014-04-14 23:32:25,2014-04-15 03:26:24,RTF,REPORT TO FOLLOW,N,1G02,Tulane Ave & S Rocheblave St,70119.0,1,"(29.96050824, -90.08790664)",VIOLENT CRIME,CARJACKING- NO WEAPON
E0352114,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3673958,538443,2014-05-03 14:05:27,2014-05-03 14:06:06,2014-05-03 14:10:23,2014-05-03 16:38:15,RTF,REPORT TO FOLLOW,N,1M03,Toulouse St & N Jeff Davis Pkwy,70119.0,1,"(29.97475855, -90.09164828)",VIOLENT CRIME,CARJACKING- NO WEAPON
E1572714,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3677683,525825,2014-05-12 11:49:08,2014-05-12 11:52:01,2014-05-12 11:55:05,2014-05-12 13:59:07,RTF,REPORT TO FOLLOW,N,6H02,016XX Oretha Castle Haley Blvd,70113.0,6,"(29.93995279, -90.08031934)",VIOLENT CRIME,CARJACKING- NO WEAPON
G1670114,65J,CARJACKING- NO WEAPON,2A,65J,CARJACKING- NO WEAPON,2A,3706793,565243,2014-07-13 15:33:49,2014-07-13 15:34:24,2014-07-13 15:43:32,2014-07-13 17:29:57,RTF,REPORT TO FOLLOW,N,7P07,096XX Hayne Blvd,70127.0,7,"(30.04743060, -89.98695141)",VIOLENT CRIME,CARJACKING- NO WEAPON
G3956314,65J,CARJACKING- NO WEAPON,2A,68,UNAUTHORIZED USE OF VEHICLE,1F,3700237,562139,2014-07-30 18:22:51,2014-07-31 00:14:45,2014-07-31 00:28:01,2014-07-31 04:10:06,RTF,REPORT TO FOLLOW,N,7O03,Mayo Blvd & Hayne Blvd,70126.0,7,"(30.03910446, -90.00778710)",VIOLENT CRIME,CARJACKING- NO WEAPON
H2342814,65J,CARJACKING- NO WEAPON,2A,67A,AUTO THEFT,2A,3679757,522257,2014-08-18 20:45:57,2014-08-18 20:52:50,2014-08-18 21:00:55,2014-08-18 23:29:40,RTF,REPORT TO FOLLOW,N,6B02,020XX Constance St,70130.0,6,"(29.93008086, -90.07389534)",VIOLENT CRIME,CARJACKING- NO WEAPON
J0717514,65J,CARJACKING- NO WEAPON,2A,21,COMPLAINT OTHER,1H,3686555,528669,2014-10-06 11:46:42,2014-10-06 11:46:42,,2014-10-06 13:12:10,RTF,REPORT TO FOLLOW,N,4F01,008XX Teche St,70114.0,4,"(29.94750247, -90.05220752)",VIOLENT CRIME,CARJACKING- NO WEAPON
J2184614,65J,CARJACKING- NO WEAPON,2A,67A,AUTO THEFT,2A,3679035,532419,2014-10-17 17:48:52,2014-10-17 17:54:35,2014-10-17 18:02:24,2014-10-17 21:58:48,RTF,REPORT TO FOLLOW,N,1E02,015XX Canal St,70112.0,1,"(29.95804412, -90.07581996)",VIOLENT CRIME,CARJACKING- NO WEAPON
K3387914,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,2A,3705753,564013,2014-11-28 18:07:49,2014-11-28 18:12:43,2014-11-28 18:21:04,2014-11-28 20:48:18,RTF,REPORT TO FOLLOW,N,7P04,Hickman St & Dinkins St,70127.0,7,"(30.04408141, -89.99028409)",VIOLENT CRIME,CARJACKING- NO WEAPON
L1087814,65J,CARJACKING- NO WEAPON,2A,64J,CARJACKING,2A,3726294,561321,2014-12-09 20:53:27,2014-12-09 20:54:05,2014-12-09 20:55:06,2014-12-09 22:06:29,RTF,REPORT TO FOLLOW,N,7L02,048XX Charmes Ct,70129.0,7,"(30.03600243, -89.92547112)",VIOLENT CRIME,CARJACKING- NO WEAPON
L2031314,65J,CARJACKING- NO WEAPON,2A,67A,AUTO THEFT,2A,3670143,523337,2014-12-17 19:28:01,2014-12-17 19:30:43,2014-12-17 19:38:32,2014-12-17 22:20:52,RTF,REPORT TO FOLLOW,N,2I02,023XX Jena St,70115.0,2,"(29.93333714, -90.10420581)",VIOLENT CRIME,CARJACKING- NO WEAPON
L2432914,65J,CARJACKING- NO WEAPON,1A,65J,CARJACKING- NO WEAPON,1A,3675677,527331,2014-12-21 08:47:12,2014-12-21 10:37:09,2014-12-21 10:47:27,2014-12-21 12:12:01,RTF,REPORT TO FOLLOW,N,6J01,026XX Felicity St,70113.0,6,"(29.94415333, -90.08659886)",VIOLENT CRIME,CARJACKING- NO WEAPON
B0742913,34D,AGGRAVATED BATTERY D,2B,,,,3671500,530729,2013-02-06 01:39:00,2013-02-06 01:41:00,2013-02-06 01:48:00,2013-02-06 03:00:00,RTF,REPORT TO FOLLOW,,,041XX Thalia St,70125.0,6,"(29.953620529627653, -90.09967368515963)",VIOLENT CRIME,AGGRAVATED BATTERY DOMESTIC
B0828913,34D,AGGRAVATED BATTERY D,2B,,,,3684787,540024,2013-02-06 18:35:00,2013-02-06 18:44:00,2013-02-06 18:55:00,2013-02-06 22:46:00,RTF,REPORT TO FOLLOW,,,021XX Elysian Fields Ave,70117.0,5,"(29.97877852682683, -90.0573921627311)",VIOLENT CRIME,AGGRAVATED BATTERY DOMESTIC
B1779913,34D,AGGRAVATED BATTERY D,2B,,,,3674885,528004,2013-02-13 00:27:00,2013-02-13 00:29:00,2013-02-13 00:44:00,2013-02-13 02:27:00,RTF,REPORT TO FOLLOW,,,020XX S Claiborne Ave,70125.0,6,"(29.9460270389408, -90.08907869520287)",VIOLENT CRIME,AGGRAVATED BATTERY DOMESTIC
B2778813,34D,AGGRAVATED BATTERY D,2B,,,,3666212,536169,2013-02-21 06:59:00,2013-02-21 07:04:00,2013-02-21 07:14:00,2013-02-21 15:15:00,RTF,REPORT TO FOLLOW,,,036XX Monroe St,70118.0,2,"(29.968734228002006, -90.11618857375169)",VIOLENT CRIME,AGGRAVATED BATTERY DOMESTIC
B2886113,34D,AGGRAVATED BATTERY D,2B,,,,3697694,555045,2013-02-21 23:13:00,2013-02-21 23:16:00,2013-02-21 23:29:00,2013-02-22 02:53:00,RTF,REPORT TO FOLLOW,,,048XX Majestic Oaks Dr,70126.0,7,"(30.019679206125968, -90.01608183937924)",VIOLENT CRIME,AGGRAVATED BATTERY DOMESTIC
