,?NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,crime_type
116088,K2216515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3672326,534199,11/19/2015 12:29:55 PM,11/19/2015 12:33:41 PM,11/19/2015 12:29:55 PM,11/19/2015 12:36:29 PM,NAT,Necessary Action Taken,Y,1K01,Gravier St & S Lopez St,70119.0,1,"(29.96313804, -90.09694560)",OTHER CFS
116097,K2219115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3690645,537576,11/19/2015 01:01:29 PM,,11/19/2015 01:01:29 PM,11/19/2015 02:16:09 PM,NAT,Necessary Action Taken,Y,5H01,Desire St & N Claiborne Ave,70117.0,5,"(29.97186793, -90.03897734)",OTHER CFS
116119,K2226615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3678402,524299,11/19/2015 02:05:39 PM,,11/19/2015 02:05:39 PM,11/19/2015 02:09:06 PM,NAT,Necessary Action Taken,Y,6E01,Saint Charles Ave & Saint Mary St,70130.0,6,"(29.93573413, -90.07810204)",OTHER CFS
116138,K2233015,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681426,531530,11/19/2015 03:18:16 PM,,11/19/2015 03:18:16 PM,11/19/2015 03:36:31 PM,NAT,Necessary Action Taken,Y,8D04,003XX Bourbon St,70130.0,8,"(29.95552589, -90.06830144)",OTHER CFS
116142,K2233715,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3690990,536686,11/19/2015 03:24:34 PM,,11/19/2015 03:24:34 PM,11/19/2015 03:24:37 PM,NAT,Necessary Action Taken,Y,5D03,Congress St & N Villere St,70117.0,5,"(29.96941001, -90.03791798)",OTHER CFS
116151,K2236215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682107,532556,11/19/2015 03:42:11 PM,,11/19/2015 03:42:11 PM,11/19/2015 03:49:56 PM,NAT,Necessary Action Taken,Y,8D06,006XX Bourbon St,70112.0,8,"(29.95832674, -90.06611557)",OTHER CFS
116156,K2238115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3683127,531828,11/19/2015 04:00:54 PM,,11/19/2015 04:00:54 PM,11/19/2015 04:08:46 PM,NAT,Necessary Action Taken,Y,8B02,006XX Decatur St,70130.0,8,"(29.95629328, -90.06292157)",OTHER CFS
116239,K2267015,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682031,532378,11/19/2015 08:07:48 PM,,11/19/2015 08:07:48 PM,11/19/2015 08:46:51 PM,GOA,GONE ON ARRIVAL,Y,8D06,Toulouse St & Bourbon St,70112.0,8,"(29.95783996, -90.06636321)",OTHER CFS
116245,K2268115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3696245,523554,11/19/2015 08:15:42 PM,,11/19/2015 08:15:42 PM,11/19/2015 08:39:05 PM,NAT,Necessary Action Taken,Y,4J01,020XX Cypress Acres Dr,70114.0,4,"(29.93313783, -90.02179897)",OTHER CFS
116249,K2269615,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/19/2015 08:31:18 PM,,11/19/2015 08:31:18 PM,11/19/2015 09:56:41 PM,NAT,Necessary Action Taken,Y,6G03,Baronne St & Calliope St,70113.0,6,"(0, 0)",OTHER CFS
116256,K2270715,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3679058,527021,11/19/2015 08:41:39 PM,,11/19/2015 08:41:39 PM,11/19/2015 08:55:01 PM,NAT,Necessary Action Taken,Y,6G03,Baronne St & Calliope St,70113.0,6,"(29.94319972, -90.07593610)",OTHER CFS
116267,K2274015,1028P,VEHICLE PURSUIT,2A,1028P,VEHICLE PURSUIT,2A,3697932,540189,11/19/2015 09:20:26 PM,,11/19/2015 09:20:26 PM,11/19/2015 09:23:12 PM,NAT,Necessary Action Taken,Y,5I02,Forstall St & Florida Ave,70117.0,5,"(29.97882411, -90.01586878)",OTHER CFS
116275,K2277115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3677009,524493,11/19/2015 10:01:28 PM,11/19/2015 10:01:52 PM,11/19/2015 10:01:28 PM,11/19/2015 11:38:54 PM,NAT,Necessary Action Taken,Y,6G01,Baronne St & Jackson Ave,70113.0,6,"(29.93631198, -90.08249271)",OTHER CFS
116276,K2277315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681426,531530,11/19/2015 10:06:19 PM,11/19/2015 10:07:44 PM,11/19/2015 10:06:19 PM,11/19/2015 10:25:20 PM,NAT,Necessary Action Taken,Y,8D04,003XX Bourbon St,70130.0,8,"(29.95552589, -90.06830144)",OTHER CFS
116285,K2280015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/19/2015 10:39:08 PM,11/19/2015 11:34:24 PM,11/19/2015 10:39:08 PM,11/20/2015 12:04:09 AM,NAT,Necessary Action Taken,Y,8I02,Canal St & Elk Pl,70112.0,8,"(0, 0)",OTHER CFS
116317,K2288315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681426,531530,11/20/2015 12:48:39 AM,11/20/2015 12:49:03 AM,11/20/2015 12:48:39 AM,11/20/2015 03:15:53 AM,NAT,Necessary Action Taken,Y,8D04,003XX Bourbon St,70130.0,8,"(29.95552589, -90.06830144)",OTHER CFS
116319,K2288915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3676206,522686,11/20/2015 01:01:17 AM,,11/20/2015 01:01:17 AM,11/20/2015 01:01:20 AM,NAT,Necessary Action Taken,Y,6D02,Saint Charles Ave & 4th St,70130.0,6,"(29.93136514, -90.08509033)",OTHER CFS
116320,K2289115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3676206,522686,11/20/2015 01:03:11 AM,,11/20/2015 01:03:11 AM,11/20/2015 01:03:30 AM,NAT,Necessary Action Taken,Y,6D02,Saint Charles Ave & 4th St,70130.0,6,"(29.93136514, -90.08509033)",OTHER CFS
116347,K2295015,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681744,532591,11/20/2015 02:39:48 AM,,11/20/2015 02:39:48 AM,11/20/2015 02:55:32 AM,NAT,Necessary Action Taken,Y,8D03,Toulouse St & Dauphine St,70112.0,8,"(29.95843435, -90.06726110)",OTHER CFS
116376,K2302915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/20/2015 05:49:26 AM,11/20/2015 06:02:42 AM,11/20/2015 05:49:26 AM,11/20/2015 06:41:51 AM,NAT,Necessary Action Taken,Y,8I01,008XX Canal St,70112.0,8,"(0, 0)",OTHER CFS
116400,K2314415,62L,"BURGLAR ALARM, LOCAL",2B,62L,"BURGLAR ALARM, LOCAL",2B,3668863,538929,11/20/2015 08:42:31 AM,,11/20/2015 08:42:31 AM,11/20/2015 08:55:41 AM,NAT,Necessary Action Taken,Y,3D02,003XX S Olympia St,70119.0,3,"(29.97624827, -90.10772177)",OTHER CFS
116409,K2318615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3665883,536364,11/20/2015 09:33:38 AM,,11/20/2015 09:33:38 AM,11/20/2015 09:53:08 AM,NAT,Necessary Action Taken,Y,2S02,Eagle St & Palm St,70118.0,2,"(29.96928122, -90.11721998)",OTHER CFS
116429,K2328515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3679943,521584,11/20/2015 11:05:21 AM,,11/20/2015 11:05:21 AM,11/20/2015 11:28:23 AM,NAT,Necessary Action Taken,Y,6B02,008XX Adele St,70130.0,6,"(29.92822243, -90.07332900)",OTHER CFS
116443,K2331815,94,DISCHARGING FIREARM,2B,94,DISCHARGING FIREARM,2B,3706680,560117,11/20/2015 11:32:22 AM,11/20/2015 11:32:25 AM,11/20/2015 11:32:22 AM,11/20/2015 12:02:59 PM,GOA,GONE ON ARRIVAL,Y,7O10,Bunker Hill Rd & Boston Dr,70127.0,7,"(30.03334015, -89.98749899)",OTHER CFS
116446,K2333915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/20/2015 11:50:47 AM,,11/20/2015 11:50:47 AM,11/20/2015 12:26:01 PM,NAT,Necessary Action Taken,Y,3Y04,I-610 E & Franklin Ave,70122.0,3,"(0, 0)",OTHER CFS
116486,K2349215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3670353,525431,11/20/2015 02:01:45 PM,,11/20/2015 02:01:45 PM,11/20/2015 02:11:52 PM,NAT,Necessary Action Taken,Y,2N03,Willow St & Napoleon Ave,70115.0,2,"(29.93908847, -90.10347248)",OTHER CFS
116490,K2350615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3666623,533430,11/20/2015 02:16:10 PM,,11/20/2015 02:16:10 PM,11/20/2015 02:26:51 PM,NAT,Necessary Action Taken,Y,2T03,S Carrollton Ave & Earhart Blvd,70118.0,2,"(29.96119106, -90.11498136)",OTHER CFS
116547,K2376215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/20/2015 06:32:57 PM,11/20/2015 06:34:04 PM,11/20/2015 06:32:57 PM,11/20/2015 06:53:44 PM,NAT,Necessary Action Taken,Y,6G03,Calliope St & Oretha Castle Haley Blvd,70113.0,6,"(0, 0)",OTHER CFS
116564,K2382715,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3697193,534380,11/20/2015 07:47:07 PM,11/20/2015 07:51:28 PM,11/20/2015 07:47:07 PM,11/20/2015 07:52:29 PM,NAT,Necessary Action Taken,Y,5E02,012XX Andry St,70117.0,5,"(29.96287593, -90.01841220)",OTHER CFS
116572,K2385415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3699432,534136,11/20/2015 08:12:17 PM,,11/20/2015 08:12:17 PM,11/20/2015 08:17:51 PM,NAT,Necessary Action Taken,Y,5E03,Gordon St & Urquhart St,70117.0,5,"(29.96213386, -90.01135211)",OTHER CFS
116582,K2389015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/20/2015 08:45:13 PM,,11/20/2015 08:45:13 PM,11/20/2015 11:11:46 PM,NAT,Necessary Action Taken,Y,8B02,Toulouse St & Decatur St,70130.0,8,"(0, 0)",OTHER CFS
116590,K2391415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3691297,535805,11/20/2015 09:08:12 PM,,11/20/2015 09:08:12 PM,11/20/2015 10:28:08 PM,NAT,Necessary Action Taken,Y,5D02,Marais St & Pauline St,70117.0,5,"(29.96697694, -90.03698152)",OTHER CFS
116592,K2392115,103F,FIGHT,2B,103F,FIGHT,2B,3683151,533851,11/20/2015 09:17:16 PM,,11/20/2015 09:17:16 PM,11/20/2015 09:28:29 PM,GOA,GONE ON ARRIVAL,Y,8E02,Ursulines Ave & Bourbon St,70116.0,8,"(29.96185553, -90.06277248)",OTHER CFS
116595,K2393015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/20/2015 09:27:21 PM,,11/20/2015 09:27:21 PM,11/20/2015 09:58:17 PM,NAT,Necessary Action Taken,Y,8F01,Frenchmen St & Chartres St,70116.0,8,"(0, 0)",OTHER CFS
116598,K2394315,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/20/2015 09:33:39 PM,,11/20/2015 09:33:39 PM,11/20/2015 09:33:52 PM,NAT,Necessary Action Taken,Y,8B02,Saint Ann St & Decatur St,70116.0,8,"(0, 0)",OTHER CFS
116604,K2396615,20I,AUTO ACCIDENT WITH INJURY,2B,20I,AUTO ACCIDENT WITH INJURY,2B,3712879,554770,11/20/2015 09:57:08 PM,11/20/2015 10:01:16 PM,11/20/2015 09:57:08 PM,11/21/2015 01:18:59 AM,RTF,REPORT TO FOLLOW,Y,7J01,Read Blvd & Chef Menteur Hwy,70127.0,7,"(30.01843553, -89.96811166)",OTHER CFS
116605,K2397015,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681850,532193,11/20/2015 10:05:46 PM,,11/20/2015 10:05:46 PM,11/20/2015 10:20:12 PM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112.0,8,"(29.95733717, -90.06694017)",OTHER CFS
116622,K2403315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681426,531530,11/20/2015 11:21:26 PM,,11/20/2015 11:21:26 PM,11/21/2015 12:39:01 AM,NAT,Necessary Action Taken,Y,8D04,003XX Bourbon St,70130.0,8,"(29.95552589, -90.06830144)",OTHER CFS
116663,K2418115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/21/2015 01:49:11 AM,,11/21/2015 01:49:11 AM,11/21/2015 02:01:55 AM,NAT,Necessary Action Taken,Y,8E01,St Ann St & Bourbon St,70116.0,8,"(0, 0)",OTHER CFS
116674,K2421515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681530,533710,11/21/2015 02:28:26 AM,,11/21/2015 02:28:26 AM,11/21/2015 02:42:44 AM,NAT,Necessary Action Taken,Y,1F01,008XX N Rampart St,70116.0,1,"(29.96151664, -90.06789657)",OTHER CFS
116676,K2422015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/21/2015 02:33:08 AM,,11/21/2015 02:33:08 AM,11/21/2015 03:07:16 AM,NAT,Necessary Action Taken,Y,6G04,007XX Howard Ave,70130.0,6,"(0, 0)",OTHER CFS
116682,K2424515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681215,530714,11/21/2015 03:09:18 AM,11/21/2015 03:22:36 AM,11/21/2015 03:09:18 AM,11/21/2015 03:24:54 AM,GOA,GONE ON ARRIVAL,Y,8C01,Canal St & Royal St,70130.0,8,"(29.95328875, -90.06899758)",OTHER CFS
116685,K2424815,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3675013,524965,11/21/2015 03:14:54 AM,11/21/2015 03:46:19 AM,11/21/2015 03:14:54 AM,11/21/2015 03:46:44 AM,NAT,Necessary Action Taken,Y,6F02,023XX 3rd St,70113.0,6,"(29.93766927, -90.08877617)",OTHER CFS
116698,K2427315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3665244,549929,11/21/2015 03:59:12 AM,,11/21/2015 03:59:12 AM,11/21/2015 04:13:55 AM,NAT,Necessary Action Taken,Y,3C01,Fleur De Lis Dr & 26th St,70124.0,3,"(30.00660010, -90.11878232)",OTHER CFS
116703,K2428015,62L,"BURGLAR ALARM, LOCAL",2B,62L,"BURGLAR ALARM, LOCAL",2B,3677807,538515,11/21/2015 04:09:45 AM,,11/21/2015 04:09:45 AM,11/21/2015 04:13:45 AM,NAT,Necessary Action Taken,Y,1N02,011XX N Broad St,70119.0,1,"(29.97484162, -90.07948918)",OTHER CFS
116732,K2440315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3669676,549144,11/21/2015 08:25:09 AM,,11/21/2015 08:25:09 AM,11/21/2015 08:49:05 AM,NAT,Necessary Action Taken,Y,3I04,Harrison Ave & General Diaz St,70124.0,3,"(30.00431200, -90.10480956)",OTHER CFS
116744,K2447115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3671906,525959,11/21/2015 10:02:48 AM,,11/21/2015 10:02:48 AM,11/21/2015 10:19:23 AM,NAT,Necessary Action Taken,Y,2O01,Amelia St & S Claiborne Ave,70125.0,2,"(29.94049269, -90.09855330)",OTHER CFS
116758,K2454615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3678918,524994,11/21/2015 11:19:15 AM,,11/21/2015 11:19:15 AM,11/21/2015 01:36:22 PM,NAT,Necessary Action Taken,Y,6E03,Saint Charles Ave & Euterpe St,70130.0,6,"(29.93762964, -90.07644871)",OTHER CFS
116762,K2456315,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3666580,535077,11/21/2015 11:34:02 AM,,11/21/2015 11:34:02 AM,11/21/2015 11:51:06 AM,NAT,Necessary Action Taken,Y,2T02,034XX Cambronne St,70118.0,2,"(29.96572228, -90.11506278)",OTHER CFS
116875,K2507415,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/21/2015 10:07:06 PM,,11/21/2015 10:07:06 PM,11/21/2015 11:20:26 PM,NAT,Necessary Action Taken,Y,8D04,Bienville St & Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
116899,K2514315,1028P,VEHICLE PURSUIT,2A,1028P,VEHICLE PURSUIT,2A,3678432,520419,11/21/2015 11:32:45 PM,,11/21/2015 11:32:45 PM,11/22/2015 05:15:33 AM,NAT,Necessary Action Taken,Y,6A05,Annunciation St & 2nd St,70130.0,6,"(29.92506587, -90.07814150)",OTHER CFS
117012,K2548015,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3674780,528365,11/22/2015 08:33:26 AM,,11/22/2015 08:33:26 AM,11/22/2015 08:47:40 AM,NAT,Necessary Action Taken,Y,6L01,S Derbigny St & Martin Luther King Jr Blvd,70125.0,6,"(29.94702372, -90.08939709)",OTHER CFS
117027,K2553415,103D,DOMESTIC DISTURBANCE,2B,103D,DOMESTIC DISTURBANCE,2B,3699920,523501,11/22/2015 09:57:49 AM,,11/22/2015 09:57:49 AM,11/22/2015 11:01:25 AM,RTF,REPORT TO FOLLOW,Y,4D03,020XX Saint Nick Dr,70131.0,4,"(29.93287654, -90.01019897)",OTHER CFS
117062,K2572715,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681215,530714,11/22/2015 01:30:12 PM,,11/22/2015 01:30:12 PM,11/22/2015 01:42:21 PM,GOA,GONE ON ARRIVAL,Y,8C01,Canal St & Royal St,70130.0,8,"(29.95328875, -90.06899758)",OTHER CFS
117072,K2575715,43B,SEXUAL BATTERY,2B,43B,SEXUAL BATTERY,2B,37369000,3513814,11/22/2015 02:01:29 PM,,11/22/2015 02:01:29 PM,11/22/2015 02:02:59 PM,RTF,REPORT TO FOLLOW,Y,8F04,025XX Burgundy St,70117.0,8,"(0, 0)",OTHER CFS
117073,K2575715,43B,SEXUAL BATTERY,2B,43B,SEXUAL BATTERY,2B,37369000,3513814,11/22/2015 02:01:29 PM,,11/22/2015 02:01:29 PM,11/22/2015 02:02:59 PM,RTF,REPORT TO FOLLOW,Y,8F04,025XX Burgundy St,70117.0,8,"(0, 0)",OTHER CFS
117110,K2602615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3666623,533430,11/22/2015 07:14:39 PM,,11/22/2015 07:14:39 PM,11/22/2015 08:33:40 PM,NAT,Necessary Action Taken,Y,2T03,Earhart Blvd & S Carrollton Ave,70118.0,2,"(29.96119106, -90.11498136)",OTHER CFS
117118,K2604415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3674451,523288,11/22/2015 07:36:59 PM,11/22/2015 07:40:47 PM,11/22/2015 07:36:59 PM,11/22/2015 08:02:32 PM,RTF,REPORT TO FOLLOW,Y,6Q05,7th St & Danneel St,70115.0,6,"(29.93307417, -90.09060909)",OTHER CFS
117123,K2606115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682878,543553,11/22/2015 07:57:02 PM,11/22/2015 07:58:27 PM,11/22/2015 07:57:02 PM,11/22/2015 08:57:14 PM,NAT,Necessary Action Taken,Y,3X01,Saint Anthony Ave & Abundance St,70122.0,3,"(29.98854071, -90.06329531)",OTHER CFS
117126,K2608615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3683368,534131,11/22/2015 08:22:06 PM,,11/22/2015 08:22:06 PM,11/22/2015 08:33:01 PM,NAT,Necessary Action Taken,Y,8E02,Bourbon St & Governor Nicholls St,70116.0,8,"(29.96261911, -90.06207900)",OTHER CFS
117143,K2616615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3679778,526277,11/22/2015 10:09:14 PM,,11/22/2015 10:09:14 PM,11/22/2015 10:11:45 PM,NAT,Necessary Action Taken,Y,6E04,012XX Saint Charles Ave,70130.0,6,"(29.94113385, -90.07368951)",OTHER CFS
117158,K2626515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682248,532665,11/23/2015 12:34:43 AM,11/23/2015 12:34:56 AM,11/23/2015 12:34:43 AM,11/23/2015 12:41:13 AM,GOA,GONE ON ARRIVAL,Y,8D06,Bourbon St & St Peter St,70112.0,8,"(29.95862250, -90.06566702)",OTHER CFS
117189,K2641015,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/23/2015 05:10:42 AM,11/23/2015 05:11:30 AM,11/23/2015 05:10:42 AM,11/23/2015 05:35:42 AM,NAT,Necessary Action Taken,Y,1E03,005XX N Rampart St,70112.0,1,"(0, 0)",OTHER CFS
117198,K2651415,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3674632,528215,11/23/2015 08:41:48 AM,11/23/2015 09:14:25 AM,11/23/2015 08:41:48 AM,11/23/2015 09:14:42 AM,NAT,Necessary Action Taken,Y,6L01,Josephine St & S Derbigny St,70125.0,6,"(29.94661541, -90.08986858)",OTHER CFS
117321,K2693515,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3694976,557050,11/23/2015 03:23:36 PM,,11/23/2015 03:23:36 PM,11/23/2015 03:33:31 PM,NAT,Necessary Action Taken,Y,7A04,072XX Downman Rd,70126.0,3,"(30.02527815, -90.02459518)",OTHER CFS
117322,K2694115,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3690420,541655,11/23/2015 03:28:28 PM,,11/23/2015 03:28:28 PM,11/23/2015 03:41:00 PM,NAT,Necessary Action Taken,Y,5M04,Clouet St & Law St,70117.0,5,"(29.98309181, -90.03954119)",OTHER CFS
117344,K2704115,79,VIOLATION OF PROTECTION ORDER,2C,79,VIOLATION OF PROTECTION ORDER,2C,3668040,531770,11/23/2015 04:34:18 PM,11/23/2015 04:54:22 PM,11/23/2015 04:34:18 PM,11/23/2015 06:24:04 PM,DUP,DUPLICATE,Y,2U03,030XX Audubon St,70125.0,2,"(29.95658596, -90.11056232)",OTHER CFS
117360,K2708115,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/23/2015 05:06:37 PM,,11/23/2015 05:06:37 PM,11/23/2015 05:18:21 PM,NAT,Necessary Action Taken,Y,8A01,X Hov,,8,"(0, 0)",OTHER CFS
117409,K2725015,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,3715448,565644,11/23/2015 07:25:03 PM,11/23/2015 07:39:59 PM,11/23/2015 07:25:03 PM,11/23/2015 09:54:08 PM,RTF,REPORT TO FOLLOW,Y,7I11,121XX N I-10 Service Rd,70128.0,7,"(30.04825109, -89.95958404)",OTHER CFS
117419,K2727915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3696899,515611,11/23/2015 07:56:50 PM,11/23/2015 08:12:01 PM,11/23/2015 07:56:50 PM,11/23/2015 08:12:18 PM,NAT,Necessary Action Taken,Y,4C02,040XX Behrman Pl,70114.0,4,"(29.91127634, -90.02001979)",OTHER CFS
117442,K2734915,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3679992,525005,11/23/2015 09:14:08 PM,,11/23/2015 09:14:08 PM,11/23/2015 09:19:22 PM,NAT,Necessary Action Taken,Y,6E02,014XX Melpomene St,70130.0,6,"(29.93762840, -90.07305551)",OTHER CFS
117461,K2739215,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/23/2015 10:09:50 PM,,11/23/2015 10:09:50 PM,11/23/2015 10:48:53 PM,NAT,Necessary Action Taken,Y,4B01,019XX Hendee St,70114.0,4,"(0, 0)",OTHER CFS
117464,K2739915,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/23/2015 10:21:37 PM,11/23/2015 10:46:33 PM,11/23/2015 10:21:37 PM,11/23/2015 10:46:43 PM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
117495,K2749215,94,DISCHARGING FIREARM,2B,94,DISCHARGING FIREARM,2B,3678428,535741,11/24/2015 12:51:59 AM,11/24/2015 12:52:33 AM,11/24/2015 12:51:59 AM,11/24/2015 01:31:05 AM,DUP,DUPLICATE,Y,1I01,N Galvez St & Orleans Ave,70119.0,1,"(29.96719528, -90.07762220)",OTHER CFS
117500,K2750615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3681215,530714,11/24/2015 01:11:41 AM,,11/24/2015 01:11:41 AM,11/24/2015 01:15:59 AM,NAT,Necessary Action Taken,Y,8C01,Royal St & Canal St,70130.0,8,"(29.95328875, -90.06899758)",OTHER CFS
117611,K2791515,24,MEDICAL,2B,24,MEDICAL,2B,37369000,3513814,11/24/2015 12:12:36 PM,,11/24/2015 12:12:36 PM,11/24/2015 12:42:11 PM,NAT,Necessary Action Taken,Y,6G02,Terpsichore St & Carondelet St,70113.0,6,"(0, 0)",OTHER CFS
117613,K2792215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3699418,520099,11/24/2015 12:17:55 PM,,11/24/2015 12:17:55 PM,11/24/2015 12:30:23 PM,NAT,Necessary Action Taken,Y,4D01,030XX Holiday Dr,70131.0,4,"(29.92353662, -90.01190673)",OTHER CFS
117635,K2796615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682368,532820,11/24/2015 01:03:12 PM,11/24/2015 02:29:53 PM,11/24/2015 01:03:12 PM,11/24/2015 02:30:03 PM,NAT,Necessary Action Taken,Y,8E01,Bourbon St & Orleans Ave,70116.0,8,"(29.95904477, -90.06528204)",OTHER CFS
117636,K2796715,62L,"BURGLAR ALARM, LOCAL",2B,62L,"BURGLAR ALARM, LOCAL",2B,3682018,534240,11/24/2015 01:03:53 PM,11/24/2015 01:15:19 PM,11/24/2015 01:03:53 PM,11/24/2015 02:17:23 PM,NAT,Necessary Action Taken,Y,1F01,011XX Saint Philip St,70116.0,1,"(29.96296054, -90.06633832)",OTHER CFS
117646,K2798615,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3682368,532820,11/24/2015 01:21:55 PM,,11/24/2015 01:21:55 PM,11/24/2015 02:29:53 PM,NAT,Necessary Action Taken,Y,8E01,Bourbon St & Orleans Ave,70116.0,8,"(29.95904477, -90.06528204)",OTHER CFS
117648,K2799015,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3690734,537955,11/24/2015 01:27:25 PM,,11/24/2015 01:27:25 PM,11/24/2015 01:34:41 PM,NAT,Necessary Action Taken,Y,5G04,N Derbigny St & Desire St,70117.0,5,"(29.97290872, -90.03868164)",OTHER CFS
117656,K2801215,107,SUSPICIOUS PERSON,2A,107,SUSPICIOUS PERSON,2A,3692522,535939,11/24/2015 01:43:16 PM,,11/24/2015 01:43:16 PM,11/24/2015 01:46:34 PM,NAT,Necessary Action Taken,Y,5D03,013XX France St,70117.0,5,"(29.96730898, -90.03310748)",OTHER CFS
