,?NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,crime_type
100366,J0208215,103D,DOMESTIC DISTURBANCE,2B,103,DISTURBANCE (OTHER),1A,3709706,517980,10/02/2015 01:31:49 PM,,10/02/2015 01:31:49 PM,10/02/2015 02:22:32 PM,RTF,REPORT TO FOLLOW,Y,4E04,070XX Berkley Dr,70131.0,4,"(29.91738149, -89.97951121)",OTHER CFS
100420,J0232515,24,MEDICAL,2B,18,TRAFFIC INCIDENT,1H,37369000,3513814,10/02/2015 05:11:12 PM,10/02/2015 05:18:10 PM,10/02/2015 05:11:12 PM,10/02/2015 06:00:45 PM,RTF,REPORT TO FOLLOW,Y,2K01,Freret St & S Carrollton Ave,70118.0,2,"(0, 0)",OTHER CFS
100534,J0278315,35D,SIMPLE BATTERY DOMESTIC,2B,21,COMPLAINT OTHER,1H,3682943,531690,10/03/2015 12:21:40 AM,10/03/2015 12:27:51 AM,10/03/2015 12:21:40 AM,10/03/2015 03:32:17 AM,RTF,REPORT TO FOLLOW,Y,8B02,Decatur St & Toulouse St,70130.0,8,"(29.95592028, -90.06350567)",OTHER CFS
100552,J0283315,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3681991,532406,10/03/2015 01:11:03 AM,,10/03/2015 01:11:03 AM,10/03/2015 01:19:57 AM,NAT,Necessary Action Taken,Y,8D06,008XX Toulouse St,70112.0,8,"(29.95791946, -90.06648597)",OTHER CFS
100611,J0295215,24,MEDICAL,2B,103,DISTURBANCE (OTHER),1A,37369000,3513814,10/03/2015 03:57:59 AM,,10/03/2015 03:57:59 AM,10/03/2015 04:36:22 AM,NAT,Necessary Action Taken,Y,8C02,002XX Royal St,70130.0,8,"(0, 0)",OTHER CFS
100621,J0299015,42,AGGRAVATED RAPE,2A,21,COMPLAINT OTHER,1H,37369000,3513814,10/03/2015 05:14:05 AM,10/03/2015 05:27:55 AM,10/03/2015 05:14:05 AM,10/04/2015 12:25:44 AM,RTF,REPORT TO FOLLOW,Y,8D03,009XX Saint Louis St,70112.0,8,"(0, 0)",VIOLENT CRIME
100622,J0299015,42,AGGRAVATED RAPE,2A,21,COMPLAINT OTHER,1H,37369000,3513814,10/03/2015 05:14:05 AM,10/03/2015 05:27:55 AM,10/03/2015 05:14:05 AM,10/04/2015 12:25:44 AM,RTF,REPORT TO FOLLOW,Y,8D03,009XX Saint Louis St,70112.0,8,"(0, 0)",VIOLENT CRIME
100761,J0365615,103F,FIGHT,2B,21,COMPLAINT OTHER,1H,3678739,531383,10/03/2015 07:38:45 PM,,10/03/2015 07:38:45 PM,10/03/2015 07:39:47 PM,NAT,Necessary Action Taken,Y,8J02,014XX Tulane Ave,70112.0,8,"(29.95520306, -90.07679131)",OTHER CFS
100844,J0393815,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/04/2015 12:20:24 AM,,10/04/2015 12:20:24 AM,10/04/2015 12:20:35 AM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70130.0,8,"(0, 0)",OTHER CFS
100851,J0395215,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/04/2015 12:33:29 AM,,10/04/2015 12:33:29 AM,10/04/2015 12:55:14 AM,NAT,Necessary Action Taken,Y,8D04,002XX Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
100867,J0398515,103F,FIGHT,2B,21,COMPLAINT OTHER,1H,3680138,534452,10/04/2015 01:11:55 AM,10/04/2015 01:12:35 AM,10/04/2015 01:11:55 AM,10/04/2015 02:02:22 AM,NAT,Necessary Action Taken,Y,1E03,Basin St & N Robertson St,70116.0,1,"(29.96360147, -90.07226862)",OTHER CFS
100874,J0401315,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3682580,531059,10/04/2015 01:41:05 AM,10/04/2015 01:41:51 AM,10/04/2015 01:41:05 AM,10/04/2015 01:48:57 AM,UNF,UNFOUNDED,Y,8B02,004XX N Peters St,70130.0,8,"(29.95419577, -90.06467554)",OTHER CFS
100910,J0411315,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3683521,539790,10/04/2015 04:26:39 AM,10/04/2015 05:24:13 AM,10/04/2015 04:26:39 AM,10/04/2015 07:03:26 AM,RTF,REPORT TO FOLLOW,Y,5A03,027XX Pauger St,70116.0,5,"(29.97817612, -90.06139792)",OTHER CFS
101064,J0494415,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/05/2015 12:21:08 AM,10/05/2015 12:40:46 AM,10/05/2015 12:21:08 AM,10/05/2015 12:40:56 AM,NAT,Necessary Action Taken,Y,8D05,007XX Saint Louis St,70130.0,8,"(0, 0)",OTHER CFS
101290,J0569615,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3693027,529691,10/05/2015 03:58:52 PM,,10/05/2015 03:58:52 PM,10/05/2015 04:17:19 PM,RTF,REPORT TO FOLLOW,Y,4H02,024XX Sanctuary Dr,70114.0,4,"(29.95011310, -90.03173541)",OTHER CFS
101505,J0628915,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3683786,537316,10/06/2015 02:03:31 AM,,10/06/2015 02:03:31 AM,10/06/2015 03:17:58 AM,RTF,REPORT TO FOLLOW,Y,5A01,Pauger St & N Villere St,70116.0,5,"(29.97136462, -90.06064819)",OTHER CFS
101611,J0663515,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,21,COMPLAINT OTHER,1H,3704599,559622,10/06/2015 11:00:00 AM,10/06/2015 11:15:48 AM,10/06/2015 11:00:00 AM,10/06/2015 03:23:29 PM,RTF,REPORT TO FOLLOW,Y,7O09,070XX Crowder Blvd,70127.0,7,"(30.03204501, -89.99409268)",OTHER CFS
101815,J0735515,42,AGGRAVATED RAPE,2A,21,COMPLAINT OTHER,1H,37369000,3513814,10/06/2015 09:13:33 PM,10/06/2015 09:15:51 PM,10/06/2015 09:13:33 PM,10/07/2015 12:31:06 AM,RTF,REPORT TO FOLLOW,Y,6L01,030XX Josephine St,70125.0,6,"(0, 0)",VIOLENT CRIME
101816,J0735515,42,AGGRAVATED RAPE,2A,21,COMPLAINT OTHER,1H,37369000,3513814,10/06/2015 09:13:33 PM,10/06/2015 09:15:51 PM,10/06/2015 09:13:33 PM,10/07/2015 12:31:06 AM,RTF,REPORT TO FOLLOW,Y,6L01,030XX Josephine St,70125.0,6,"(0, 0)",VIOLENT CRIME
101999,J0780415,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/07/2015 08:16:24 AM,,10/07/2015 08:16:24 AM,10/07/2015 08:39:28 AM,NAT,Necessary Action Taken,Y,8D05,004XX Dauphine St,70112.0,8,"(0, 0)",OTHER CFS
102005,J0781615,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3691952,537254,10/07/2015 08:25:47 AM,10/07/2015 08:26:18 AM,10/07/2015 08:25:47 AM,10/07/2015 09:49:29 AM,RTF,REPORT TO FOLLOW,Y,5H01,039XX N Claiborne Ave,70117.0,5,"(29.97094255, -90.03485875)",OTHER CFS
102061,J0799215,100I,HIT & RUN WITH INJURIES,2B,100,HIT & RUN,1E,3690585,549321,10/07/2015 11:09:46 AM,,10/07/2015 11:09:46 AM,10/07/2015 11:19:56 AM,RTF,REPORT TO FOLLOW,Y,3U01,043XX Chef Menteur Hwy,70126.0,3,"(30.00416462, -90.03874746)",OTHER CFS
102141,J0824315,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/07/2015 03:10:41 PM,10/07/2015 03:43:17 PM,10/07/2015 03:10:41 PM,10/07/2015 03:44:16 PM,NAT,Necessary Action Taken,Y,2P02,062XX S Claiborne Ave,70125.0,2,"(0, 0)",OTHER CFS
102165,J0830715,103D,DOMESTIC DISTURBANCE,2B,103,DISTURBANCE (OTHER),1A,3664768,532691,10/07/2015 04:05:17 PM,10/07/2015 04:20:21 PM,10/07/2015 04:05:17 PM,10/07/2015 05:29:13 PM,RTF,REPORT TO FOLLOW,Y,2T01,083XX Apple St,70118.0,2,"(29.95921337, -90.12086371)",OTHER CFS
102211,J0841515,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/07/2015 05:21:13 PM,,10/07/2015 05:21:13 PM,10/07/2015 05:59:55 PM,NAT,Necessary Action Taken,Y,,St Louis & The River,,0,"(0, 0)",OTHER CFS
102305,J0866615,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/07/2015 08:44:12 PM,,10/07/2015 08:44:12 PM,10/07/2015 09:00:06 PM,NAT,Necessary Action Taken,Y,8C02,Bienville St & Decatur St,70130.0,8,"(0, 0)",OTHER CFS
102326,J0870415,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3681877,532170,10/07/2015 09:19:02 PM,,10/07/2015 09:19:02 PM,10/07/2015 09:29:45 PM,NAT,Necessary Action Taken,Y,8D05,005XX Bourbon St,70112.0,8,"(29.95727166, -90.06685525)",OTHER CFS
102598,J0959115,35D,SIMPLE BATTERY DOMESTIC,2B,21,COMPLAINT OTHER,1H,3692623,544385,10/08/2015 03:03:45 PM,10/08/2015 05:25:46 PM,10/08/2015 03:03:45 PM,10/08/2015 06:20:21 PM,RTF,REPORT TO FOLLOW,Y,5Q02,033XX Morrice Duncan Dr,70126.0,5,"(29.99052935, -90.03248443)",OTHER CFS
102676,J0977315,106,"OBSCENITY, EXPOSING",2A,103,DISTURBANCE (OTHER),1A,3681278,530741,10/08/2015 05:03:20 PM,,10/08/2015 05:03:20 PM,10/08/2015 05:38:04 PM,NAT,Necessary Action Taken,Y,8C01,001XX Royal St,70130.0,8,"(29.95336255, -90.06879568)",OTHER CFS
103062,J1115315,63,PROWLER,2C,21,COMPLAINT OTHER,1H,3696033,518002,10/09/2015 06:19:19 PM,10/09/2015 06:19:42 PM,10/09/2015 06:19:19 PM,10/09/2015 08:14:57 PM,RTF,REPORT TO FOLLOW,Y,4C02,037XX Garden Oaks Dr,70114.0,4,"(29.91787908, -90.02266822)",OTHER CFS
103159,J1160715,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3682211,528963,10/10/2015 01:37:34 AM,10/10/2015 01:37:57 AM,10/10/2015 01:37:34 AM,10/10/2015 02:23:59 AM,NAT,Necessary Action Taken,Y,8A02,S Peters St & Poydras St,70130.0,8,"(29.94844590, -90.06591324)",OTHER CFS
103165,J1163615,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/10/2015 02:27:46 AM,10/10/2015 02:59:28 AM,10/10/2015 02:27:46 AM,10/10/2015 03:25:48 AM,NAT,Necessary Action Taken,Y,8G02,Constance St & Poydras St,70130.0,8,"(0, 0)",OTHER CFS
103216,J1195715,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3681604,545527,10/10/2015 11:57:42 AM,,10/10/2015 11:57:42 AM,10/10/2015 12:56:10 PM,RTF,REPORT TO FOLLOW,Y,3Q03,036XX Virgil Blvd,70122.0,3,"(29.99400959, -90.06725038)",OTHER CFS
103326,J1248215,20,AUTO ACCIDENT,2A,20,AUTO ACCIDENT,1C,3678485,545057,10/10/2015 10:09:13 PM,10/10/2015 10:30:02 PM,10/10/2015 10:09:13 PM,10/11/2015 02:18:32 AM,RTF,REPORT TO FOLLOW,Y,3L03,I-610 E & Saint Bernard Ave,70122.0,3,"(29.99281003, -90.07712007)",OTHER CFS
103331,J1251315,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3692122,543683,10/10/2015 10:31:56 PM,,10/10/2015 10:31:56 PM,10/10/2015 10:42:30 PM,NAT,Necessary Action Taken,Y,5Q02,031XX Oliver White Ave,70126.0,5,"(29.98861377, -90.03409141)",OTHER CFS
103400,J1275615,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3691761,534812,10/11/2015 03:21:14 AM,10/11/2015 03:21:17 AM,10/11/2015 03:21:14 AM,10/11/2015 03:44:07 AM,RTF,REPORT TO FOLLOW,Y,5D01,009XX Bartholomew St,70117.0,5,"(29.96423292, -90.03555139)",OTHER CFS
103401,J1275715,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/11/2015 03:22:27 AM,10/11/2015 03:24:03 AM,10/11/2015 03:22:27 AM,10/11/2015 03:51:18 AM,NAT,Necessary Action Taken,Y,8D05,Bourbon St & Conti St,70112.0,8,"(0, 0)",OTHER CFS
103469,J1302515,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3661989,528349,10/11/2015 10:43:54 AM,,10/11/2015 10:43:54 AM,10/11/2015 11:38:50 AM,RTF,REPORT TO FOLLOW,Y,2K01,S Carrollton Ave & Oak St,70118.0,2,"(29.94735660, -90.12978386)",OTHER CFS
103471,J1303515,64,ARMED ROBBERY,2A,21,COMPLAINT OTHER,1H,3683917,535672,10/11/2015 10:56:59 AM,,10/11/2015 10:56:59 AM,10/11/2015 12:51:58 PM,RTF,REPORT TO FOLLOW,Y,8F02,016XX Blk Pauger St,70116.0,8,"(29.96683983, -90.06028995)",VIOLENT CRIME
103472,J1303515,64,ARMED ROBBERY,2A,21,COMPLAINT OTHER,1H,3683917,535672,10/11/2015 10:56:59 AM,,10/11/2015 10:56:59 AM,10/11/2015 12:51:58 PM,RTF,REPORT TO FOLLOW,Y,8F02,016XX Blk Pauger St,70116.0,8,"(29.96683983, -90.06028995)",VIOLENT CRIME
103745,J1413515,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/12/2015 11:33:39 AM,10/12/2015 11:33:43 AM,10/12/2015 11:33:39 AM,10/12/2015 11:53:26 AM,NAT,Necessary Action Taken,Y,8E02,012XX Bourbon St,70116.0,8,"(0, 0)",OTHER CFS
104036,J1496015,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3674426,527470,10/13/2015 12:50:31 AM,10/13/2015 12:51:25 AM,10/13/2015 12:50:31 AM,10/13/2015 02:33:21 AM,NAT,Necessary Action Taken,Y,6I03,Philip St & S Claiborne Ave,70113.0,6,"(29.94457374, -90.09054460)",OTHER CFS
104268,J1565615,42,AGGRAVATED RAPE,2A,21,COMPLAINT OTHER,1H,37369000,3513814,10/13/2015 04:00:59 PM,10/13/2015 05:19:27 PM,10/13/2015 04:00:59 PM,10/13/2015 11:29:30 PM,RTF,REPORT TO FOLLOW,Y,4E04,035XX Boyd St,70131.0,4,"(0, 0)",VIOLENT CRIME
104269,J1565615,42,AGGRAVATED RAPE,2A,21,COMPLAINT OTHER,1H,37369000,3513814,10/13/2015 04:00:59 PM,10/13/2015 05:19:27 PM,10/13/2015 04:00:59 PM,10/13/2015 11:29:30 PM,RTF,REPORT TO FOLLOW,Y,4E04,035XX Boyd St,70131.0,4,"(0, 0)",VIOLENT CRIME
104288,J1573615,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/13/2015 05:09:05 PM,10/13/2015 05:11:35 PM,10/13/2015 05:09:05 PM,10/13/2015 05:22:07 PM,NAT,Necessary Action Taken,Y,8B02,005XX Dumaine St,70116.0,8,"(0, 0)",OTHER CFS
104338,J1589115,42,AGGRAVATED RAPE,2A,21,COMPLAINT OTHER,1H,37369000,3513814,10/13/2015 07:22:47 PM,10/13/2015 07:35:28 PM,10/13/2015 07:22:47 PM,10/14/2015 01:24:29 AM,RTF,REPORT TO FOLLOW,Y,2T05,Washington Ave & S Carrollton Av,70118.0,2,"(0, 0)",VIOLENT CRIME
104339,J1589115,42,AGGRAVATED RAPE,2A,21,COMPLAINT OTHER,1H,37369000,3513814,10/13/2015 07:22:47 PM,10/13/2015 07:35:28 PM,10/13/2015 07:22:47 PM,10/14/2015 01:24:29 AM,RTF,REPORT TO FOLLOW,Y,2T05,Washington Ave & S Carrollton Av,70118.0,2,"(0, 0)",VIOLENT CRIME
104435,J1618515,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/14/2015 12:20:34 AM,10/14/2015 12:20:43 AM,10/14/2015 12:20:34 AM,10/14/2015 04:43:55 AM,RTF,REPORT TO FOLLOW,Y,8D04,002XX Bourbon St,70130.0,8,"(0, 0)",OTHER CFS
104436,J1618515,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/14/2015 12:20:34 AM,10/14/2015 12:20:43 AM,10/14/2015 12:20:34 AM,10/14/2015 04:43:55 AM,RTF,REPORT TO FOLLOW,Y,8D04,002XX Bourbon St,70130.0,8,"(0, 0)",OTHER CFS
104606,J1674315,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3675109,528070,10/14/2015 01:43:35 PM,,10/14/2015 01:43:35 PM,10/14/2015 03:10:22 PM,RTF,REPORT TO FOLLOW,Y,6J02,S Claiborne Ave & Martin Luther King Jr Blvd,70113.0,6,"(29.94620344, -90.08836852)",OTHER CFS
104610,J1675415,95G,ILLEGAL CARRYING OF WEAPON- GUN,2B,21,COMPLAINT OTHER,1H,3661785,531521,10/14/2015 01:57:56 PM,10/14/2015 02:43:42 PM,10/14/2015 01:57:56 PM,10/14/2015 05:56:49 PM,RTF,REPORT TO FOLLOW,Y,2K02,018XX Monroe St,70118.0,2,"(29.95608251, -90.13032253)",OTHER CFS
104747,J1722215,20I,AUTO ACCIDENT WITH INJURY,2B,20,AUTO ACCIDENT,1C,3678596,527433,10/14/2015 07:28:27 PM,,10/14/2015 07:28:27 PM,10/14/2015 09:18:32 PM,RTF,REPORT TO FOLLOW,Y,6H03,US90B W & St Charles Ave Exit,70113.0,6,"(29.94434738, -90.07738141)",OTHER CFS
104772,J1732015,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3679702,544770,10/14/2015 09:11:39 PM,10/14/2015 09:16:03 PM,10/14/2015 09:11:39 PM,10/14/2015 09:24:52 PM,NAT,Necessary Action Taken,Y,3M02,Paris Ave & Pleasure St,70122.0,3,"(29.99198532, -90.07328492)",OTHER CFS
104888,J1767015,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/15/2015 05:33:42 AM,,10/15/2015 05:33:42 AM,10/15/2015 06:05:09 AM,NAT,Necessary Action Taken,Y,1E04,004XX N Rampart St,70112.0,1,"(0, 0)",OTHER CFS
105153,J1871315,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/16/2015 12:32:10 AM,10/16/2015 12:38:00 AM,10/16/2015 12:32:10 AM,10/16/2015 12:41:25 AM,NAT,Necessary Action Taken,Y,8D05,Conti St & Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
105158,J1873115,107,SUSPICIOUS PERSON,2A,18,TRAFFIC INCIDENT,1H,3678584,524470,10/16/2015 12:52:05 AM,,10/16/2015 12:52:05 AM,10/16/2015 01:22:35 AM,NAT,Necessary Action Taken,Y,6E03,Saint Charles Ave & Felicity St,70130.0,6,"(29.93620094, -90.07752016)",OTHER CFS
105195,J1886315,21,COMPLAINT OTHER,2A,21,COMPLAINT OTHER,1H,3668248,539080,10/16/2015 05:11:20 AM,10/16/2015 05:18:45 AM,10/16/2015 05:11:20 AM,10/16/2015 05:36:43 AM,NAT,Necessary Action Taken,Y,3D02,047XX Banks St,70119.0,3,"(29.97668132, -90.10966042)",OTHER CFS
105540,J2015115,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3663787,519575,10/17/2015 01:54:50 AM,,10/17/2015 01:54:50 AM,10/17/2015 02:46:03 AM,NAT,Necessary Action Taken,Y,2A03,Henry Clay Ave & Magazine St,70118.0,2,"(29.92317832, -90.12439719)",OTHER CFS
105736,J2117515,103D,DOMESTIC DISTURBANCE,2B,21,COMPLAINT OTHER,1H,3680877,530854,10/17/2015 10:25:06 PM,10/17/2015 10:25:31 PM,10/17/2015 10:25:06 PM,10/18/2015 12:51:30 AM,RTF,REPORT TO FOLLOW,Y,8I01,008XX Canal St,70112.0,8,"(29.95368602, -90.07005941)",OTHER CFS
105792,J2134315,35D,SIMPLE BATTERY DOMESTIC,2B,103,DISTURBANCE (OTHER),1A,3691674,536962,10/18/2015 01:27:36 AM,10/18/2015 02:24:25 AM,10/18/2015 01:27:36 AM,10/18/2015 08:44:20 AM,RTF,REPORT TO FOLLOW,Y,5D03,015XX Pauline St,70117.0,5,"(29.97014862, -90.03574705)",OTHER CFS
105801,J2137015,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/18/2015 01:47:01 AM,10/18/2015 01:47:46 AM,10/18/2015 01:47:01 AM,10/18/2015 02:46:21 AM,NAT,Necessary Action Taken,Y,8D06,St Peter St & Bourbon St,70112.0,8,"(0, 0)",OTHER CFS
105844,J2149515,20,AUTO ACCIDENT,2A,21,COMPLAINT OTHER,1H,3673391,532058,10/18/2015 05:18:05 AM,10/18/2015 05:20:13 AM,10/18/2015 05:18:05 AM,10/18/2015 06:50:15 AM,RTF,REPORT TO FOLLOW,Y,6M04,I-10 E & US90B W,70125.0,6,"(29.95721993, -90.09365436)",OTHER CFS
106002,J2225115,103D,DOMESTIC DISTURBANCE,2B,103,DISTURBANCE (OTHER),1A,3677738,526417,10/18/2015 09:19:00 PM,10/18/2015 09:42:54 PM,10/18/2015 09:19:00 PM,10/19/2015 12:13:14 AM,RTF,REPORT TO FOLLOW,Y,6H02,Martin Luther King Jr Blvd & S Rampart St,70113.0,6,"(29.94157997, -90.08012304)",OTHER CFS
106003,J2225315,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3681449,536926,10/18/2015 09:21:25 PM,10/18/2015 09:21:43 PM,10/18/2015 09:21:25 PM,10/18/2015 10:20:01 PM,NAT,Necessary Action Taken,Y,1B01,016XX Kerlerec St,70116.0,1,"(29.97036460, -90.06804250)",OTHER CFS
106067,J2252015,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3683300,534639,10/19/2015 05:40:36 AM,,10/19/2015 05:40:36 AM,10/19/2015 06:16:45 AM,NAT,Necessary Action Taken,Y,8E02,Barracks St & Dauphine St,70116.0,8,"(29.96401733, -90.06227668)",OTHER CFS
106337,J2348315,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/19/2015 08:01:55 PM,,10/19/2015 08:01:55 PM,10/19/2015 10:24:37 PM,RTF,REPORT TO FOLLOW,Y,6H02,019XX Mlk Blvd,70113.0,6,"(0, 0)",OTHER CFS
106338,J2348315,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/19/2015 08:01:55 PM,,10/19/2015 08:01:55 PM,10/19/2015 10:24:37 PM,RTF,REPORT TO FOLLOW,Y,6H02,019XX Mlk Blvd,70113.0,6,"(0, 0)",OTHER CFS
106392,J2367115,103D,DOMESTIC DISTURBANCE,2B,103,DISTURBANCE (OTHER),1A,3684222,533963,10/19/2015 11:47:22 PM,10/19/2015 11:49:32 PM,10/19/2015 11:47:22 PM,10/20/2015 12:44:25 AM,RTF,REPORT TO FOLLOW,Y,8E05,013XX Chartres St,70116.0,8,"(29.96213216, -90.05938748)",OTHER CFS
106396,J2368915,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/20/2015 12:01:22 AM,10/20/2015 12:01:44 AM,10/20/2015 12:01:22 AM,10/20/2015 12:57:36 AM,NAT,Necessary Action Taken,Y,8E01,Bourbon St & Orleans Ave,70116.0,8,"(0, 0)",OTHER CFS
106405,J2375615,107,SUSPICIOUS PERSON,2A,21,COMPLAINT OTHER,1H,3671130,536247,10/20/2015 02:26:07 AM,,10/20/2015 02:26:07 AM,10/20/2015 02:35:55 AM,NAT,Necessary Action Taken,Y,1L03,005XX S Cortez St,70119.0,1,"(29.96880439, -90.10065217)",OTHER CFS
106505,J2414215,35D,SIMPLE BATTERY DOMESTIC,2B,21,COMPLAINT OTHER,1H,3681428,531528,10/20/2015 11:34:55 AM,10/20/2015 11:56:28 AM,10/20/2015 11:34:55 AM,10/20/2015 01:41:58 PM,RTF,REPORT TO FOLLOW,Y,8D04,003XX Bourbon St,70130.0,8,"(29.95552048, -90.06829592)",OTHER CFS
106577,J2443415,63,PROWLER,2C,21,COMPLAINT OTHER,1H,3678853,555324,10/20/2015 03:59:32 PM,10/20/2015 04:16:01 PM,10/20/2015 03:59:32 PM,10/20/2015 06:47:55 PM,NAT,Necessary Action Taken,Y,3N02,Robert E Lee Blvd & Paris Ave,70122.0,3,"(30.02102991, -90.07560158)",OTHER CFS
106841,J2543415,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/21/2015 01:08:44 PM,,10/21/2015 01:08:44 PM,10/21/2015 02:31:05 PM,NAT,Necessary Action Taken,Y,8E02,010XX Bourbon St,70116.0,8,"(0, 0)",OTHER CFS
107071,J2612915,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/21/2015 11:03:04 PM,,10/21/2015 11:03:04 PM,10/22/2015 01:00:36 AM,NAT,Necessary Action Taken,Y,8D03,Burgundy St & Toulouse St,70112.0,8,"(0, 0)",OTHER CFS
107212,J2655415,107,SUSPICIOUS PERSON,2A,18,TRAFFIC INCIDENT,1H,3690054,543750,10/22/2015 10:38:57 AM,10/22/2015 10:39:11 AM,10/22/2015 10:38:57 AM,10/22/2015 11:03:59 AM,NAT,Necessary Action Taken,Y,5Q01,Press St & Abundance St,70126.0,5,"(29.98886354, -90.04062330)",OTHER CFS
107536,J2747515,35D,SIMPLE BATTERY DOMESTIC,2B,21,COMPLAINT OTHER,1H,3689443,537549,10/23/2015 01:53:39 AM,,10/23/2015 01:53:39 AM,10/23/2015 04:57:05 AM,RTF,REPORT TO FOLLOW,Y,5C03,015XX Clouet St,70117.0,5,"(29.97183224, -90.04277236)",OTHER CFS
107714,J2805515,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/23/2015 02:48:07 PM,10/23/2015 03:01:23 PM,10/23/2015 02:48:07 PM,10/23/2015 03:15:05 PM,NAT,Necessary Action Taken,Y,8B02,Saint Ann St & Decatur St,70116.0,8,"(0, 0)",OTHER CFS
107754,J2825115,24,MEDICAL,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/23/2015 05:43:21 PM,,10/23/2015 05:43:21 PM,10/23/2015 06:31:30 PM,NAT,Necessary Action Taken,Y,8B02,Wilkinson St & Decatur St,70130.0,8,"(0, 0)",OTHER CFS
107812,J2859215,34C,AGGRAVATED BATTERY BY KNIFE,2B,21,COMPLAINT OTHER,1H,3673463,534154,10/23/2015 11:36:18 PM,10/23/2015 11:39:09 PM,10/23/2015 11:36:18 PM,10/24/2015 02:13:54 AM,RTF,REPORT TO FOLLOW,Y,1K01,Tulane Ave & S Dupre St,70119.0,1,"(29.96298052, -90.09335662)",VIOLENT CRIME
107946,J2924515,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/24/2015 03:11:55 PM,10/24/2015 03:15:37 PM,10/24/2015 03:11:55 PM,10/24/2015 05:00:25 PM,RTF,REPORT TO FOLLOW,Y,7Q01,065XX Harbourview Dr,70126.0,7,"(0, 0)",OTHER CFS
107947,J2924515,43B,SEXUAL BATTERY,2B,21,COMPLAINT OTHER,1H,37369000,3513814,10/24/2015 03:11:55 PM,10/24/2015 03:15:37 PM,10/24/2015 03:11:55 PM,10/24/2015 05:00:25 PM,RTF,REPORT TO FOLLOW,Y,7Q01,065XX Harbourview Dr,70126.0,7,"(0, 0)",OTHER CFS
