NOPD_Item,Type_,TypeText,Priority,InitialType,InitialTypeText,InitialPriority,MapX,MapY,TimeCreate,TimeDispatch,TimeArrive,TimeClosed,Disposition,DispositionText,SelfInitiated,Beat,BLOCK_ADDRESS,Zip,PoliceDistrict,Location,CrimeType,Description,Date,latitude,longitude,Beat_New
J3927614,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,1A,3692303,539261,10/31/2014 10:21:20 AM,10/31/2014 12:54:01 PM,10/31/2014 01:01:08 PM,10/31/2014 01:55:54 PM,RTF,REPORT TO FOLLOW,N,5H02,038XX N Galvez St,70117,5,"(29.97644921, -90.03367838)",VIOLENT CRIME,AGGRAVATED BATTERY,2014-10-31,29.97644921,-90.03367838,5H02
K0731214,34,AGGRAVATED BATTERY,1A,34,AGGRAVATED BATTERY,1A,3677049,520824,11/06/2014 01:58:27 PM,11/06/2014 04:02:28 PM,11/06/2014 04:09:57 PM,11/06/2014 10:22:15 PM,RTF,REPORT TO FOLLOW,N,6D02,Washington Ave & Magazine St,70130,6,"(29.92622135, -90.08249323)",VIOLENT CRIME,AGGRAVATED BATTERY,2014-11-06,29.92622135,-90.08249323,6D02
K1176014,34,AGGRAVATED BATTERY,2B,,AGGRAVATED BATTERY BY KNIFE,1A,3673767,534002,11/10/2014 04:41:00 AM,11/10/2014 04:42:53 AM,11/10/2014 05:24:47 AM,11/10/2014 06:50:31 AM,RTF,REPORT TO FOLLOW,N,1K01,Tulane Ave & S White St,70119,1,"(29.96255380, -90.09240276)",VIOLENT CRIME,AGGRAVATED BATTERY,2014-11-10,29.9625538,-90.09240276,1K01
K3111814,34,AGGRAVATED BATTERY,2B,21,COMPLAINT OTHER,1H,3681477,531054,11/25/2014 11:17:19 PM,11/25/2014 11:26:35 PM,11/25/2014 11:17:19 PM,11/26/2014 02:47:52 AM,RTF,REPORT TO FOLLOW,Y,8D04,002XX Royal St,70130,8,"(29.95421758, -90.06815694)",VIOLENT CRIME,AGGRAVATED BATTERY,2014-11-25,29.95421758,-90.06815694,8D04
L2214114,34,AGGRAVATED BATTERY,2B,103,DISTURBANCE (OTHER),2A,3675104,534658,12/19/2014 10:55:51 AM,12/19/2014 10:56:36 AM,12/19/2014 11:03:29 AM,12/19/2014 02:06:52 PM,RTF,REPORT TO FOLLOW,N,1H02,002XX S Broad St,70119,1,"(29.96431690, -90.08815781)",VIOLENT CRIME,AGGRAVATED BATTERY,2014-12-19,29.9643169,-90.08815781,1H02
L3041814,34,AGGRAVATED BATTERY,2B,,FIGHT,2B,3690499,539622,12/26/2014 11:19:42 PM,12/26/2014 11:27:14 PM,12/26/2014 11:41:08 PM,12/27/2014 01:18:48 AM,RTF,REPORT TO FOLLOW,N,5M03,N Galvez St & Louisa St,70117,5,"(29.97749956, -90.03936566)",VIOLENT CRIME,AGGRAVATED BATTERY,2014-12-26,29.97749956,-90.03936566,5M03
A1066315,34,AGGRAVATED BATTERY,2B,24,MEDICAL,2B,3687059,538324,01/09/2015 09:13:28 PM,01/09/2015 10:23:14 PM,01/09/2015 09:13:28 PM,01/09/2015 10:27:34 PM,RTF,REPORT TO FOLLOW,Y,5G02,N Claiborne Ave & Arts St,70117,5,"(29.97403555, -90.05027444)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-01-09,29.97403555,-90.05027444,5G02
B1075915,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,2A,3699500,530829,02/09/2015 05:05:39 PM,02/09/2015 05:10:48 PM,02/09/2015 05:25:18 PM,02/09/2015 07:11:33 PM,RTF,REPORT TO FOLLOW,N,5E04,004XX Delery St,70117,5,"(29.95303934, -90.01125549)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-02-09,29.95303934,-90.01125549,5E04
B1940115,34,AGGRAVATED BATTERY,2B,21,COMPLAINT OTHER,1H,3679016,538298,02/16/2015 01:47:41 AM,,02/16/2015 01:47:41 AM,02/16/2015 02:15:13 AM,RTF,REPORT TO FOLLOW,Y,1J04,024XX Esplanade Ave,70119,1,"(29.97420999, -90.07567667)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-02-16,29.97420999,-90.07567667,1J04
B2814815,34,AGGRAVATED BATTERY,1A,34,AGGRAVATED BATTERY,1A,3692972,536195,02/23/2015 03:44:07 PM,02/23/2015 11:48:17 PM,02/24/2015 12:00:12 AM,02/24/2015 02:02:17 AM,RTF,REPORT TO FOLLOW,N,5D03,N Villere St & Lesseps St,70117,5,"(29.96799955, -90.03167660)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-02-23,29.96799955,-90.0316766,5D03
C1933115,34,AGGRAVATED BATTERY,2B,,FIGHT,2B,3687333,537602,03/16/2015 04:20:06 PM,03/16/2015 04:24:19 PM,03/16/2015 04:25:52 PM,03/16/2015 08:01:06 PM,RTF,REPORT TO FOLLOW,N,5B03,Franklin Ave & N Villere St,70117,5,"(29.97204216, -90.04943653)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-03-16,29.97204216,-90.04943653,5B03
C2460115,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3672630,534536,03/20/2015 06:11:09 PM,03/20/2015 06:12:26 PM,03/20/2015 06:19:17 PM,03/20/2015 08:25:38 PM,RTF,REPORT TO FOLLOW,N,1K01,006XX S Lopez St,70119,1,"(29.96405501, -90.09597278)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-03-20,29.96405501,-90.09597278,1K01
C3004215,34,AGGRAVATED BATTERY,2B,,FIGHT,2B,3678387,524470,03/25/2015 12:39:31 AM,03/25/2015 12:41:31 AM,03/25/2015 12:45:37 AM,03/25/2015 02:56:09 AM,RTF,REPORT TO FOLLOW,N,6G01,018XX Saint Charles Ave,70130,6,"(29.93620565, -90.07814259)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-03-25,29.93620565,-90.07814259,6G01
E2840315,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3679488,526131,05/22/2015 04:42:51 PM,05/22/2015 04:43:09 PM,,05/22/2015 04:43:36 PM,RTF,REPORT TO FOLLOW,N,6G03,012XX Saint Charles Ave,70130,6,"(29.94073978, -90.07460938)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-05-22,29.94073978,-90.07460938,6G03
E3137515,34,AGGRAVATED BATTERY,2B,,FIGHT,2B,3669087,537427,05/24/2015 10:16:23 PM,05/24/2015 10:26:49 PM,05/24/2015 10:34:58 PM,05/25/2015 03:27:24 AM,RTF,REPORT TO FOLLOW,N,3D02,005XX S Hennessey St,70119,3,"(29.97210925, -90.10706495)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-05-24,29.97210925,-90.10706495,3D02
E3396115,34,AGGRAVATED BATTERY,2B,21,COMPLAINT OTHER,1H,3676456,536561,05/26/2015 11:25:32 PM,05/27/2015 12:34:06 AM,05/27/2015 12:46:57 AM,05/27/2015 03:07:20 AM,RTF,REPORT TO FOLLOW,N,1I03,N Broad Av & Toulouse St,70119,1,"(29.96951037, -90.08382124)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-05-26,29.96951037,-90.08382124,1I03
F0351615,34,AGGRAVATED BATTERY,1A,34,AGGRAVATED BATTERY,2B,3699259,533812,06/03/2015 04:14:22 PM,06/03/2015 07:15:12 PM,06/03/2015 07:36:59 PM,06/03/2015 08:01:45 PM,RTF,REPORT TO FOLLOW,N,5E03,012XX Gordon St,70117,5,"(29.96124929, -90.01190933)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-06-03,29.96124929,-90.01190933,5E03
F0814015,34,AGGRAVATED BATTERY,2A,34,AGGRAVATED BATTERY,1A,3678994,537105,06/07/2015 01:30:42 AM,06/07/2015 02:56:03 AM,06/07/2015 03:06:49 AM,06/07/2015 04:44:26 AM,RTF,REPORT TO FOLLOW,N,1J04,N Miro St & Ursulines Ave,70119,1,"(29.97092859, -90.07578708)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-06-07,29.97092859,-90.07578708,1J04
F1501615,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,2A,3678626,518932,06/12/2015 03:51:12 PM,06/12/2015 04:02:51 PM,06/12/2015 04:09:12 PM,06/12/2015 07:18:21 PM,RTF,REPORT TO FOLLOW,N,6A01,027XX Tchoupitoulas St,70130,6,"(29.92097165, -90.07757893)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-06-12,29.92097165,-90.07757893,6A01
F2023415,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3685958,538608,06/16/2015 07:07:53 PM,06/16/2015 07:08:02 PM,06/16/2015 07:07:53 PM,06/16/2015 10:53:35 PM,RTF,REPORT TO FOLLOW,Y,5G02,017XX Spain St,70117,5,"(29.97485030, -90.05374131)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-06-16,29.9748503,-90.05374131,5G02
G1590715,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3680700,530552,07/13/2015 03:11:18 AM,07/13/2015 03:23:48 AM,07/13/2015 03:28:58 AM,07/13/2015 06:47:38 AM,RTF,REPORT TO FOLLOW,N,8I01,001XX Carondelet St,70130,8,"(29.95285848, -90.07062881)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-07-13,29.95285848,-90.07062881,8I01
G2879715,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3696421,534093,07/23/2015 04:33:47 AM,07/23/2015 04:46:16 AM,07/23/2015 05:01:19 AM,07/23/2015 06:23:24 AM,RTF,REPORT TO FOLLOW,N,5E01,051XX Saint Claude Ave,70117,5,"(29.96210994, -90.02086192)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-07-23,29.96210994,-90.02086192,5E01
H0635815,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,2A,3682103,530552,08/05/2015 11:11:57 PM,08/05/2015 11:26:04 PM,08/05/2015 11:30:42 PM,08/06/2015 12:34:37 AM,RTF,REPORT TO FOLLOW,N,8B02,002XX Decatur St,70130,8,"(29.95281721, -90.06619717)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-08-05,29.95281721,-90.06619717,8B02
H0910015,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,2A,3682263,531792,08/08/2015 12:45:45 AM,08/08/2015 12:49:08 AM,08/08/2015 01:04:05 AM,08/08/2015 05:50:48 AM,RTF,REPORT TO FOLLOW,N,8C03,006XX Saint Louis St,70130,8,"(29.95622126, -90.06564963)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-08-08,29.95622126,-90.06564963,8C03
H0985615,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,1D,3682093,532383,08/08/2015 05:16:54 PM,08/08/2015 07:50:20 PM,08/08/2015 08:00:44 PM,08/08/2015 09:09:32 PM,RTF,REPORT TO FOLLOW,N,8D06,006XX Bourbon St,70130,8,"(29.95785081, -90.06616704)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-08-08,29.95785081,-90.06616704,8D06
H3756515,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,1D,3697458,533720,08/30/2015 06:49:27 PM,08/31/2015 12:06:02 AM,08/31/2015 12:06:05 AM,08/31/2015 02:59:32 AM,RTF,REPORT TO FOLLOW,N,5E01,XX Saint Claude Ct,70117,5,"(29.96105237, -90.01760018)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-08-30,29.96105237,-90.01760018,5E01
I0164715,34,AGGRAVATED BATTERY,1A,34,AGGRAVATED BATTERY,1A,3677496,535714,09/02/2015 08:46:48 AM,09/02/2015 09:13:35 AM,09/02/2015 09:24:32 AM,09/02/2015 12:44:31 PM,RTF,REPORT TO FOLLOW,N,1I04,Lafitte St & N Tonti St,70119,1,"(29.96714896, -90.08056682)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-09-02,29.96714896,-90.08056682,1I01
I2962515,34,AGGRAVATED BATTERY,2B,21,COMPLAINT OTHER,2A,3698467,531622,09/24/2015 01:01:13 PM,09/24/2015 01:05:39 PM,09/24/2015 01:17:40 PM,09/24/2015 08:23:56 PM,RTF,REPORT TO FOLLOW,N,5E04,060XX Chartres St,70117,5,"(29.95525265, -90.01448998)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-09-24,29.95525265,-90.01448998,5E04
I3380415,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,2A,3680268,541602,09/28/2015 01:46:43 AM,09/28/2015 02:17:04 AM,09/28/2015 02:22:49 AM,09/28/2015 04:58:20 AM,RTF,REPORT TO FOLLOW,N,5K04,019XX N Broad St,70119,5,"(29.98325518, -90.07160688)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-09-28,29.98325518,-90.07160688,5K04
I3615815,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,2A,3682098,541935,09/29/2015 10:55:32 PM,09/29/2015 11:27:50 PM,09/29/2015 11:37:52 PM,09/30/2015 02:10:16 AM,RTF,REPORT TO FOLLOW,N,5K03,019XX Hope St,70119,5,"(29.98411738, -90.06581696)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-09-29,29.98411738,-90.06581696,5K03
J2511815,34,AGGRAVATED BATTERY,2B,21,COMPLAINT OTHER,2A,3699729,534051,10/21/2015 07:19:46 AM,10/21/2015 07:23:06 AM,10/21/2015 07:34:19 AM,10/21/2015 11:41:22 AM,RTF,REPORT TO FOLLOW,N,5E03,013XX Tupelo St,70117,5,"(29.96189105, -90.01041618)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-10-21,29.96189105,-90.01041618,5E03
J3358315,34,AGGRAVATED BATTERY,2B,64,ARMED ROBBERY,1A,3681457,531564,10/28/2015 12:33:00 PM,,10/28/2015 02:12:15 PM,10/28/2015 03:14:39 PM,RTF,REPORT TO FOLLOW,N,8D04,003XX Bourbon St,70130,8,"(29.95561867, -90.06820318)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-10-28,29.95561867,-90.06820318,8D04
L1089415,34,AGGRAVATED BATTERY,2B,,AGGRAVATED BATTERY BY SHOOTING,2B,3677105,534675,12/10/2015 03:54:29 AM,12/10/2015 03:56:51 AM,12/10/2015 03:59:36 AM,12/10/2015 05:52:04 AM,RTF,REPORT TO FOLLOW,N,1I03,023XX Bienville St,70119,1,"(29.96430406, -90.08183926)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-12-10,29.96430406,-90.08183926,1I03
L2856515,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3681341,542504,12/25/2015 10:52:42 PM,12/25/2015 11:27:51 PM,12/25/2015 11:37:41 PM,12/26/2015 02:54:08 AM,RTF,REPORT TO FOLLOW,N,5K04,027XX A P Tureaud Ave,70119,5,"(29.98570449, -90.06818788)",VIOLENT CRIME,AGGRAVATED BATTERY,2015-12-25,29.98570449,-90.06818788,5K04
A3169716,34,AGGRAVATED BATTERY,2B,103,DISTURBANCE (OTHER),2A,3687521,537825,01/27/2016 01:45:45 PM,01/27/2016 02:02:52 PM,01/27/2016 02:02:59 PM,01/27/2016 06:31:26 PM,RTF,REPORT TO FOLLOW,N,5C03,026XX N Robertson St,70117,5,"(29.97264816, -90.04883217)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-01-27,29.97264816,-90.04883217,5C03
A3281716,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3675053,534771,01/28/2016 10:23:22 AM,01/28/2016 10:25:33 AM,01/28/2016 10:32:30 AM,01/28/2016 04:10:01 PM,RTF,REPORT TO FOLLOW,N,1L01,027XX Cleveland Ave,70119,1,"(29.96463009, -90.08831335)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-01-28,29.96463009,-90.08831335,1L01
B0113916,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3682358,532514,02/01/2016 11:21:14 PM,02/01/2016 11:23:13 PM,02/02/2016 12:01:54 AM,02/02/2016 04:48:50 AM,RTF,REPORT TO FOLLOW,N,8D06,007XX Saint Peter St,70130,8,"(29.95820350, -90.06532318)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-02-01,29.9582035,-90.06532318,8D06
B0730716,34,AGGRAVATED BATTERY,2B,103,DISTURBANCE (OTHER),2A,3687665,538232,02/06/2016 08:58:15 PM,02/06/2016 09:00:18 PM,02/06/2016 09:04:54 PM,02/07/2016 12:04:47 AM,RTF,REPORT TO FOLLOW,N,5C03,015XX Franklin Ave,70117,5,"(29.97376409, -90.04836562)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-02-06,29.97376409,-90.04836562,5C03
B0963716,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3687387,538722,02/08/2016 01:13:13 PM,02/08/2016 01:47:26 PM,02/08/2016 01:49:24 PM,02/08/2016 04:54:55 PM,RTF,REPORT TO FOLLOW,N,5G02,Painters St & N Derbigny St,70117,5,"(29.97512008, -90.04922445)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-02-08,29.97512008,-90.04922445,5G02
B1108116,34,AGGRAVATED BATTERY,2B,,AUTO ACCIDENT WITH INJURY,2B,3680045,538488,02/09/2016 03:16:18 PM,02/09/2016 03:18:57 PM,02/09/2016 03:26:56 PM,02/09/2016 07:07:05 PM,RTF,REPORT TO FOLLOW,N,1C01,Columbus St & N Miro St,70119,1,"(29.97470086, -90.07241991)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-02-09,29.97470086,-90.07241991,1C01
C0636716,34,AGGRAVATED BATTERY,1A,34,AGGRAVATED BATTERY,1A,3669517,536294,03/06/2016 02:53:04 AM,03/06/2016 03:02:40 AM,03/06/2016 04:21:39 AM,03/06/2016 06:18:48 AM,RTF,REPORT TO FOLLOW,N,1L04,040XX Tulane Ave,70119,1,"(29.96898113, -90.10574619)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-03-06,29.96898113,-90.10574619,1L04
C1012616,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3691340,535347,03/09/2016 08:38:40 AM,,03/09/2016 08:38:40 AM,03/09/2016 08:38:59 AM,RTF,REPORT TO FOLLOW,Y,5D02,038XX Saint Claude Ave,70117,5,"(29.96571659, -90.03686192)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-03-09,29.96571659,-90.03686192,5D02
C2271416,34,AGGRAVATED BATTERY,1A,34,AGGRAVATED BATTERY,2B,3675397,535134,03/19/2016 03:06:20 PM,03/19/2016 03:35:37 PM,03/19/2016 03:44:08 PM,03/19/2016 07:27:54 PM,RTF,REPORT TO FOLLOW,N,1I03,Canal St & N Broad St,70119,1,"(29.96561937, -90.08721589)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-03-19,29.96561937,-90.08721589,1I03
C3447216,34,AGGRAVATED BATTERY,1A,34,AGGRAVATED BATTERY,1A,3682793,540576,03/29/2016 01:46:25 PM,03/29/2016 08:22:45 PM,03/29/2016 08:31:05 PM,03/29/2016 10:54:55 PM,RTF,REPORT TO FOLLOW,N,5K02,N Tonti St & Annette St,70119,5,"(29.98035733, -90.06366926)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-03-29,29.98035733,-90.06366926,5K02
D3585116,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3681284,540765,04/30/2016 11:34:24 PM,04/30/2016 11:39:59 PM,04/30/2016 11:53:01 PM,05/01/2016 02:02:50 AM,RTF,REPORT TO FOLLOW,N,5K04,018XX N Rocheblave St,70119,5,"(29.98092354, -90.06842879)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-04-30,29.98092354,-90.06842879,5K04
E0611116,34,AGGRAVATED BATTERY,2B,,AGGRAVATED BATTERY DOMESTIC,2B,3697284,534232,05/05/2016 10:53:58 PM,05/05/2016 11:35:48 PM,05/05/2016 11:58:21 PM,05/06/2016 03:20:08 AM,RTF,REPORT TO FOLLOW,N,5E02,054XX Marais St,70117,5,"(29.96246426, -90.01812931)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-05-05,29.96246426,-90.01812931,5E02
E1088616,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3686248,538335,05/09/2016 11:22:34 PM,05/09/2016 11:22:34 PM,,05/09/2016 11:22:45 PM,RTF,REPORT TO FOLLOW,N,5G02,016XX Saint Roch Ave,70117,5,"(29.97409165, -90.05283462)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-05-09,29.97409165,-90.05283462,5G02
E2005616,34,AGGRAVATED BATTERY,2B,21,COMPLAINT OTHER,1H,3697015,535867,05/17/2016 05:29:57 PM,05/17/2016 05:37:55 PM,05/17/2016 05:29:57 PM,05/17/2016 10:07:22 PM,RTF,REPORT TO FOLLOW,Y,5E02,Lizardi St & N Claiborne Ave,70117,5,"(29.96696900, -90.01892151)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-05-17,29.966969,-90.01892151,5E02
E3409816,34,AGGRAVATED BATTERY,2B,107,SUSPICIOUS PERSON,2A,3681215,530714,05/29/2016 11:30:10 AM,05/29/2016 11:32:33 AM,,05/29/2016 02:42:15 PM,RTF,REPORT TO FOLLOW,N,8C01,Royal St & Canal St,70130,8,"(29.95328875, -90.06899758)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-05-29,29.95328875,-90.06899758,8D01
F1962716,34,AGGRAVATED BATTERY,2B,,AGGRAVATED BATTERY BY KNIFE,2B,3681732,528569,06/17/2016 10:03:08 PM,06/17/2016 10:04:09 PM,06/17/2016 10:10:09 PM,06/18/2016 01:49:37 AM,RTF,REPORT TO FOLLOW,N,8G02,006XX Tchoupitoulas St,70130,8,"(29.94737446, -90.06743821)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-06-17,29.94737446,-90.06743821,8G02
F2312316,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,1D,3678881,520278,06/21/2016 12:12:01 AM,06/21/2016 12:15:36 AM,06/21/2016 12:12:01 AM,06/21/2016 03:01:29 AM,RTF,REPORT TO FOLLOW,Y,6A05,1st St & Chippewa St,70130,6,"(29.92466368, -90.07672810)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-06-21,29.92466368,-90.0767281,6A05
F2903316,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,2A,3696526,534131,06/25/2016 08:08:33 PM,06/25/2016 08:10:21 PM,06/25/2016 09:23:38 PM,06/25/2016 10:03:06 PM,RTF,REPORT TO FOLLOW,N,5E01,Lizardi St & Saint Claude Ave,70117,5,"(29.96221169, -90.02052770)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-06-25,29.96221169,-90.0205277,5E01
G1023116,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3679874,526521,07/09/2016 06:45:28 PM,07/09/2016 06:47:07 PM,07/09/2016 06:51:18 PM,07/09/2016 08:28:08 PM,RTF,REPORT TO FOLLOW,N,6E04,Calliope St & Saint Charles Ave,70130,6,"(29.94180020, -90.07337610)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-07-09,29.9418002,-90.0733761,6E04
G1379016,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3673009,533160,07/13/2016 03:45:43 AM,07/13/2016 03:45:43 AM,,07/13/2016 03:47:02 AM,RTF,REPORT TO FOLLOW,N,1K01,028XX Perdido St,70119,1,"(29.96026084, -90.09482562)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-07-13,29.96026084,-90.09482562,1K01
G2338316,34,AGGRAVATED BATTERY,1A,34,AGGRAVATED BATTERY,2B,3680036,543621,07/22/2016 02:26:15 AM,07/22/2016 03:00:03 AM,07/22/2016 03:04:54 AM,07/22/2016 10:52:22 PM,RTF,REPORT TO FOLLOW,N,3X03,016XX Treasure St,70119,3,"(29.98881364, -90.07227003)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-07-22,29.98881364,-90.07227003,3X03
G2525916,34,AGGRAVATED BATTERY,2B,21,COMPLAINT OTHER,2A,3681211,530709,07/23/2016 07:34:20 PM,07/23/2016 07:36:28 PM,07/23/2016 07:39:36 PM,07/23/2016 11:08:20 PM,RTF,REPORT TO FOLLOW,N,8C01,Royal St & Canal St,70130,8,"(29.95327610, -90.06900885)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-07-23,29.9532761,-90.06900885,8D01
G2835016,34,AGGRAVATED BATTERY,2B,,FIGHT,2B,3691839,540131,07/26/2016 06:30:12 PM,07/26/2016 06:31:03 PM,07/26/2016 06:42:14 PM,07/26/2016 11:03:06 PM,RTF,REPORT TO FOLLOW,N,5H02,023XX Congress St,70117,5,"(29.97885519, -90.03511340)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-07-26,29.97885519,-90.0351134,5H02
H0557016,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3674617,533080,08/05/2016 07:30:43 PM,08/05/2016 07:31:25 PM,08/05/2016 07:37:15 PM,08/05/2016 10:45:52 PM,RTF,REPORT TO FOLLOW,N,1G02,025XX Gravier St,70119,1,"(29.95999352, -90.08974904)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-08-05,29.95999352,-90.08974904,1G02
K0788316,34,AGGRAVATED BATTERY,2B,21,COMPLAINT OTHER,2A,3691346,540760,11/08/2016 10:29:39 AM,11/08/2016 10:30:40 AM,11/08/2016 11:03:36 AM,11/08/2016 01:33:15 PM,RTF,REPORT TO FOLLOW,N,5M03,024XX Desire St,70117,5,"(29.98060095, -90.03664874)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-11-08,29.98060095,-90.03664874,5M03
H0699416,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3670226,535972,08/07/2016 12:44:25 AM,08/07/2016 12:45:49 AM,08/07/2016 12:50:24 AM,08/07/2016 04:14:24 AM,RTF,REPORT TO FOLLOW,N,1L04,039XX Tulane Ave,70119,1,"(29.96807474, -90.10351781)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-08-07,29.96807474,-90.10351781,1L04
H1473616,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3669517,536294,08/14/2016 05:07:33 AM,08/14/2016 05:09:09 AM,08/14/2016 05:13:58 AM,08/14/2016 06:30:03 AM,RTF,REPORT TO FOLLOW,N,1L04,040XX Tulane Ave,70119,1,"(29.96898113, -90.10574619)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-08-14,29.96898113,-90.10574619,1L04
H1628716,34,AGGRAVATED BATTERY,2B,35,SIMPLE BATTERY,1D,3681648,531813,08/15/2016 06:04:28 PM,08/15/2016 06:47:58 PM,08/15/2016 06:48:08 PM,08/15/2016 07:22:33 PM,RTF,REPORT TO FOLLOW,N,8D05,004XX Bourbon St,70130,8,"(29.95629873, -90.0675897)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-08-15,29.95629873,-90.0675897,8D05
I0368416,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3673009,533160,09/04/2016 02:35:03 AM,09/04/2016 02:35:03 AM,,09/04/2016 02:35:36 AM,RTF,REPORT TO FOLLOW,N,1K01,028XX Perdido St,70119,1,"(29.96026084, -90.09482562)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-09-04,29.96026084,-90.09482562,1K01
I0802116,34,AGGRAVATED BATTERY,2B,34,AGGRAVATED BATTERY,2B,3689847,539381,09/07/2016 10:57:17 PM,09/07/2016 11:02:39 PM,09/07/2016 10:57:17 PM,09/08/2016 02:10:19 AM,RTF,REPORT TO FOLLOW,Y,5G04,Clouet St & N Johnson St,70117,5,"(29.97685491, -90.04143179)",VIOLENT CRIME,AGGRAVATED BATTERY,2016-09-07,29.97685491,-90.04143179,5G04
